invoice_id,po_id,delivery_id,supplier_id,invoice_date,due_date,amount_pkr,payment_terms_days
INV-000297,PO-000302,DEL-000297,SUP-001,2025-06-24,2025-07-24,3103980.69,30
INV-000298,PO-000303,DEL-000298,SUP-001,2025-06-26,2025-07-26,2533215.1,30
INV-000299,PO-000304,DEL-000299,SUP-001,2025-06-30,2025-07-30,3318230.38,30
INV-000300,PO-000305,DEL-000300,SUP-001,2025-07-02,2025-08-01,755466.86,30
INV-000301,PO-000306,DEL-000301,SUP-001,2025-01-03,2025-02-02,1730755.63,30
INV-000302,PO-000307,DEL-000302,SUP-001,2025-01-08,2025-02-07,1717279.93,30
INV-000303,PO-000308,DEL-000303,SUP-001,2025-01-10,2025-02-09,1435925.17,30
INV-000304,PO-000309,DEL-000304,SUP-001,2025-01-14,2025-02-13,2006294.61,30
INV-000305,PO-000310,DEL-000305,SUP-001,2025-01-17,2025-02-16,1325821.93,30
INV-000306,PO-000311,DEL-000306,SUP-001,2025-01-19,2025-02-18,2045838.6,30
INV-000307,PO-000312,DEL-000307,SUP-001,2025-01-23,2025-02-22,1440405.01,30
INV-000308,PO-000313,DEL-000308,SUP-001,2025-01-26,2025-02-25,1567851.63,30
INV-000309,PO-000314,DEL-000309,SUP-001,2025-01-27,2025-02-26,1770844.54,30
INV-000310,PO-000315,DEL-000310,SUP-001,2025-02-03,2025-03-05,1318230.86,30
INV-000311,PO-000316,DEL-000311,SUP-001,2025-02-04,2025-03-06,1997536.61,30
INV-000312,PO-000317,DEL-000312,SUP-001,2025-02-06,2025-03-08,1405311.32,30
INV-000313,PO-000318,DEL-000313,SUP-001,2025-02-09,2025-03-11,2058859.15,30
INV-000314,PO-000319,DEL-000314,SUP-001,2025-02-12,2025-03-14,1563969.65,30
INV-000315,PO-000320,DEL-000315,SUP-001,2025-02-14,2025-03-16,1738943.53,30
INV-000316,PO-000321,DEL-000316,SUP-001,2025-02-19,2025-03-21,1787535.62,30
INV-000317,PO-000322,DEL-000317,SUP-001,2025-02-21,2025-03-23,1415710.86,30
INV-000318,PO-000323,DEL-000318,SUP-001,2025-02-24,2025-03-26,2188675.48,30
INV-000319,PO-000324,DEL-000319,SUP-001,2025-02-27,2025-03-29,1367152.46,30
INV-000320,PO-000325,DEL-000320,SUP-001,2025-03-05,2025-04-04,2565956.2,30
INV-000321,PO-000326,DEL-000321,SUP-001,2025-03-05,2025-04-04,2504346.32,30
INV-000322,PO-000327,DEL-000322,SUP-001,2025-03-09,2025-04-08,3005232.37,30
INV-000323,PO-000328,DEL-000323,SUP-001,2025-03-12,2025-04-11,3082096.46,30
INV-000324,PO-000329,DEL-000324,SUP-001,2025-03-15,2025-04-14,2614476.8,30
INV-000325,PO-000330,DEL-000325,SUP-001,2025-03-18,2025-04-17,4028200.05,30
INV-000326,PO-000331,DEL-000326,SUP-001,2025-03-20,2025-04-19,2357166.01,30
INV-000327,PO-000332,DEL-000327,SUP-001,2025-03-28,2025-04-27,3492793.12,30
INV-000328,PO-000333,DEL-000328,SUP-001,2025-03-27,2025-04-26,2908422.73,30
INV-000329,PO-000334,DEL-000329,SUP-001,2025-03-28,2025-04-27,3166484.03,30
INV-000330,PO-000335,DEL-000330,SUP-001,2025-03-31,2025-04-30,3179046.0,30
INV-000331,PO-000336,DEL-000331,SUP-001,2025-04-05,2025-05-05,1884565.42,30
INV-000332,PO-000337,DEL-000332,SUP-001,2025-04-07,2025-05-07,2231295.15,30
INV-000333,PO-000338,DEL-000333,SUP-001,2025-04-13,2025-05-13,1523977.1,30
INV-000334,PO-000339,DEL-000334,SUP-001,2025-04-14,2025-05-14,2501632.01,30
INV-000335,PO-000340,DEL-000335,SUP-001,2025-04-16,2025-05-16,1731988.49,30
INV-000336,PO-000341,DEL-000336,SUP-001,2025-04-20,2025-05-20,2109569.14,30
INV-000337,PO-000342,DEL-000337,SUP-001,2025-04-25,2025-05-25,2290848.63,30
INV-000338,PO-000343,DEL-000338,SUP-001,2025-04-25,2025-05-25,1728301.84,30
INV-000339,PO-000344,DEL-000339,SUP-001,2025-04-29,2025-05-29,2660250.58,30
INV-000340,PO-000345,DEL-000340,SUP-001,2025-05-01,2025-05-31,1629727.84,30
INV-000341,PO-000346,DEL-000341,SUP-001,2025-05-03,2025-06-02,2229826.92,30
INV-000342,PO-000347,DEL-000342,SUP-001,2025-05-09,2025-06-08,1506816.08,30
INV-000343,PO-000348,DEL-000343,SUP-001,2025-05-10,2025-06-09,1970692.6,30
INV-000344,PO-000349,DEL-000344,SUP-001,2025-05-12,2025-06-11,1733984.66,30
INV-000345,PO-000350,DEL-000345,SUP-001,2025-05-19,2025-06-18,1157029.34,30
INV-000346,PO-000351,DEL-000346,SUP-001,2025-05-20,2025-06-19,2055681.38,30
INV-000347,PO-000352,DEL-000347,SUP-001,2025-05-23,2025-06-22,1190036.87,30
INV-000348,PO-000353,DEL-000348,SUP-001,2025-05-27,2025-06-26,1771561.51,30
INV-000349,PO-000354,DEL-000349,SUP-001,2025-05-29,2025-06-28,1262298.46,30
INV-000350,PO-000355,DEL-000350,SUP-001,2025-05-31,2025-06-30,1724747.21,30
INV-000351,PO-000356,DEL-000351,SUP-001,2025-06-04,2025-07-04,1673295.46,30
INV-000352,PO-000357,DEL-000352,SUP-001,2025-06-06,2025-07-06,1178243.89,30
INV-000353,PO-000358,DEL-000353,SUP-001,2025-06-09,2025-07-09,2001628.3,30
INV-000354,PO-000359,DEL-000354,SUP-001,2025-06-11,2025-07-11,1149187.3,30
INV-000355,PO-000360,DEL-000355,SUP-001,2025-06-17,2025-07-17,1978013.47,30
INV-000356,PO-000361,DEL-000356,SUP-001,2025-06-19,2025-07-19,1228783.5,30
INV-000357,PO-000362,DEL-000357,SUP-001,2025-06-21,2025-07-21,1622684.25,30
INV-000358,PO-000363,DEL-000358,SUP-001,2025-06-24,2025-07-24,1620216.49,30
INV-000359,PO-000364,DEL-000359,SUP-001,2025-06-28,2025-07-28,1239581.31,30
INV-000360,PO-000365,DEL-000360,SUP-001,2025-07-01,2025-07-31,2074813.66,30
INV-000361,PO-000366,DEL-000361,SUP-001,2025-07-02,2025-08-01,342399.9,30
INV-000362,PO-000367,DEL-000362,SUP-001,2025-01-06,2025-02-05,737896.93,30
INV-000363,PO-000368,DEL-000363,SUP-001,2025-01-07,2025-02-06,644994.9,30
INV-000364,PO-000369,DEL-000364,SUP-001,2025-01-11,2025-02-10,586094.32,30
INV-000365,PO-000370,DEL-000365,SUP-001,2025-01-16,2025-02-15,739706.67,30
INV-000366,PO-000371,DEL-000366,SUP-001,2025-01-17,2025-02-16,587466.98,30
INV-000367,PO-000372,DEL-000367,SUP-001,2025-01-21,2025-02-20,681632.12,30
INV-000368,PO-000373,DEL-000368,SUP-001,2025-01-22,2025-02-21,498993.58,30
INV-000369,PO-000374,DEL-000369,SUP-001,2025-01-26,2025-02-25,720099.28,30
INV-000370,PO-000375,DEL-000370,SUP-001,2025-01-29,2025-02-28,617598.23,30
INV-000371,PO-000376,DEL-000371,SUP-001,2025-01-31,2025-03-02,663089.65,30
INV-000372,PO-000377,DEL-000372,SUP-001,2025-02-08,2025-03-10,727370.54,30
INV-000373,PO-000378,DEL-000373,SUP-001,2025-02-06,2025-03-08,623491.84,30
INV-000374,PO-000379,DEL-000374,SUP-001,2025-02-12,2025-03-14,718028.06,30
INV-000375,PO-000380,DEL-000375,SUP-001,2025-02-14,2025-03-16,626497.46,30
INV-000376,PO-000381,DEL-000376,SUP-001,2025-02-18,2025-03-20,827690.81,30
INV-000377,PO-000382,DEL-000377,SUP-001,2025-02-20,2025-03-22,683835.41,30
INV-000378,PO-000383,DEL-000378,SUP-001,2025-02-22,2025-03-24,685670.21,30
INV-000379,PO-000384,DEL-000379,SUP-001,2025-02-25,2025-03-27,791016.03,30
INV-000380,PO-000385,DEL-000380,SUP-001,2025-02-26,2025-03-28,607515.41,30
INV-000381,PO-000386,DEL-000381,SUP-001,2025-03-01,2025-03-31,866409.2,30
INV-000382,PO-000387,DEL-000382,SUP-001,2025-03-05,2025-04-04,932587.03,30
INV-000383,PO-000388,DEL-000383,SUP-001,2025-03-11,2025-04-10,1258406.76,30
INV-000384,PO-000389,DEL-000384,SUP-001,2025-03-16,2025-04-15,980256.75,30
INV-000385,PO-000390,DEL-000385,SUP-001,2025-03-16,2025-04-15,922175.65,30
INV-000386,PO-000391,DEL-000386,SUP-001,2025-03-17,2025-04-16,1225912.61,30
INV-000387,PO-000392,DEL-000387,SUP-001,2025-03-21,2025-04-20,982855.67,30
INV-000388,PO-000393,DEL-000388,SUP-001,2025-03-23,2025-04-22,1019703.2,30
INV-000389,PO-000394,DEL-000389,SUP-001,2025-03-27,2025-04-26,999447.96,30
INV-000390,PO-000395,DEL-000390,SUP-001,2025-03-28,2025-04-27,1079362.21,30
INV-000391,PO-000396,DEL-000391,SUP-001,2025-04-01,2025-05-01,1023013.22,30
INV-000392,PO-000397,DEL-000392,SUP-001,2025-04-03,2025-05-03,885373.5,30
INV-000393,PO-000398,DEL-000393,SUP-001,2025-04-07,2025-05-07,857883.6,30
INV-000394,PO-000399,DEL-000394,SUP-001,2025-04-12,2025-05-12,755731.06,30
INV-000395,PO-000400,DEL-000395,SUP-001,2025-04-16,2025-05-16,850384.3,30
INV-000396,PO-000401,DEL-000396,SUP-001,2025-04-17,2025-05-17,639724.46,30
INV-000397,PO-000402,DEL-000397,SUP-001,2025-04-19,2025-05-19,947908.63,30
INV-000398,PO-000403,DEL-000398,SUP-001,2025-04-23,2025-05-23,809240.01,30
INV-000399,PO-000404,DEL-000399,SUP-001,2025-04-24,2025-05-24,819604.3,30
INV-000400,PO-000405,DEL-000400,SUP-001,2025-04-28,2025-05-28,948168.49,30
INV-000401,PO-000406,DEL-000401,SUP-001,2025-05-03,2025-06-02,766888.32,30
INV-000402,PO-000407,DEL-000402,SUP-001,2025-05-04,2025-06-03,762281.35,30
INV-000403,PO-000408,DEL-000403,SUP-001,2025-05-12,2025-06-11,561219.91,30
INV-000404,PO-000409,DEL-000404,SUP-001,2025-05-09,2025-06-08,731521.48,30
INV-000405,PO-000410,DEL-000405,SUP-001,2025-05-13,2025-06-12,661122.25,30
INV-000406,PO-000411,DEL-000406,SUP-001,2025-05-17,2025-06-16,630269.95,30
INV-000407,PO-000412,DEL-000407,SUP-001,2025-05-19,2025-06-18,680974.44,30
INV-000408,PO-000413,DEL-000408,SUP-001,2025-05-21,2025-06-20,527635.19,30
INV-000409,PO-000414,DEL-000409,SUP-001,2025-05-26,2025-06-25,652793.26,30
INV-000410,PO-000415,DEL-000410,SUP-001,2025-05-27,2025-06-26,487527.8,30
INV-000411,PO-000416,DEL-000411,SUP-001,2025-06-01,2025-07-01,705320.57,30
INV-000412,PO-000417,DEL-000412,SUP-001,2025-06-03,2025-07-03,641522.28,30
INV-000413,PO-000418,DEL-000413,SUP-001,2025-06-05,2025-07-05,557359.61,30
INV-000414,PO-000419,DEL-000414,SUP-001,2025-06-08,2025-07-08,721175.88,30
INV-000415,PO-000420,DEL-000415,SUP-001,2025-06-13,2025-07-13,539552.87,30
INV-000416,PO-000421,DEL-000416,SUP-001,2025-06-14,2025-07-14,658985.6,30
INV-000417,PO-000422,DEL-000417,SUP-001,2025-06-20,2025-07-20,440489.19,30
INV-000418,PO-000423,DEL-000418,SUP-001,2025-06-21,2025-07-21,640496.88,30
INV-000419,PO-000424,DEL-000419,SUP-001,2025-06-25,2025-07-25,576523.41,30
INV-000420,PO-000425,DEL-000420,SUP-001,2025-06-30,2025-07-30,595048.96,30
INV-000421,PO-000426,DEL-000421,SUP-001,2025-06-29,2025-07-29,726571.28,30
INV-000422,PO-000427,DEL-000422,SUP-001,2025-07-03,2025-08-02,156556.69,30
INV-000423,PO-000428,DEL-000423,SUP-001,2025-01-05,2025-02-04,866436.39,30
INV-000424,PO-000429,DEL-000424,SUP-001,2025-01-07,2025-02-06,830550.98,30
INV-000425,PO-000430,DEL-000425,SUP-001,2025-01-10,2025-02-09,593145.02,30
INV-000426,PO-000431,DEL-000426,SUP-001,2025-01-15,2025-02-14,922744.28,30
INV-000427,PO-000432,DEL-000427,SUP-001,2025-01-17,2025-02-16,581028.05,30
INV-000428,PO-000433,DEL-000428,SUP-001,2025-01-20,2025-02-19,981689.1,30
INV-000429,PO-000434,DEL-000429,SUP-001,2025-01-23,2025-02-22,642259.21,30
INV-000430,PO-000435,DEL-000430,SUP-001,2025-01-25,2025-02-24,793882.18,30
INV-000431,PO-000436,DEL-000431,SUP-001,2025-01-30,2025-03-01,775868.0,30
INV-000432,PO-000437,DEL-000432,SUP-001,2025-01-31,2025-03-02,588819.65,30
INV-000433,PO-000438,DEL-000433,SUP-001,2025-02-02,2025-03-04,961139.91,30
INV-000434,PO-000439,DEL-000434,SUP-001,2025-02-09,2025-03-11,644949.06,30
INV-000435,PO-000440,DEL-000435,SUP-001,2025-02-10,2025-03-12,1044559.28,30
INV-000436,PO-000441,DEL-000436,SUP-001,2025-02-12,2025-03-14,675703.71,30
INV-000437,PO-000442,DEL-000437,SUP-001,2025-02-14,2025-03-16,847731.06,30
INV-000438,PO-000443,DEL-000438,SUP-001,2025-02-19,2025-03-21,877695.63,30
INV-000439,PO-000444,DEL-000439,SUP-001,2025-02-20,2025-03-22,649759.68,30
INV-000440,PO-000445,DEL-000440,SUP-001,2025-02-24,2025-03-26,945303.0,30
INV-000441,PO-000446,DEL-000441,SUP-001,2025-03-04,2025-04-03,561752.91,30
INV-000442,PO-000447,DEL-000442,SUP-001,2025-03-01,2025-03-31,1229520.29,30
INV-000443,PO-000448,DEL-000443,SUP-001,2025-03-06,2025-04-05,1213858.05,30
INV-000444,PO-000449,DEL-000444,SUP-001,2025-03-07,2025-04-06,1580411.58,30
INV-000445,PO-000450,DEL-000445,SUP-001,2025-03-13,2025-04-12,1661104.28,30
INV-000446,PO-000451,DEL-000446,SUP-001,2025-03-13,2025-04-12,1240664.43,30
INV-000447,PO-000452,DEL-000447,SUP-001,2025-03-18,2025-04-17,2017439.49,30
INV-000448,PO-000453,DEL-000448,SUP-001,2025-03-20,2025-04-19,1074948.62,30
INV-000449,PO-000454,DEL-000449,SUP-001,2025-03-23,2025-04-22,1884257.55,30
INV-000450,PO-000455,DEL-000450,SUP-001,2025-03-28,2025-04-27,1416346.29,30
INV-000451,PO-000456,DEL-000451,SUP-001,2025-03-30,2025-04-29,1637575.01,30
INV-000452,PO-000457,DEL-000452,SUP-001,2025-04-01,2025-05-01,1486469.84,30
INV-000453,PO-000458,DEL-000453,SUP-001,2025-04-05,2025-05-05,843545.52,30
INV-000454,PO-000459,DEL-000454,SUP-001,2025-04-13,2025-05-13,1168645.44,30
INV-000455,PO-000460,DEL-000455,SUP-001,2025-04-11,2025-05-11,689401.46,30
INV-000456,PO-000461,DEL-000456,SUP-001,2025-04-13,2025-05-13,1161876.2,30
INV-000457,PO-000462,DEL-000457,SUP-001,2025-04-17,2025-05-17,805440.88,30
INV-000458,PO-000463,DEL-000458,SUP-001,2025-04-20,2025-05-20,969781.61,30
INV-000459,PO-000464,DEL-000459,SUP-001,2025-04-23,2025-05-23,960512.65,30
INV-000460,PO-000465,DEL-000460,SUP-001,2025-04-25,2025-05-25,787821.17,30
INV-000461,PO-000466,DEL-000461,SUP-001,2025-04-29,2025-05-29,1275854.52,30
INV-000462,PO-000467,DEL-000462,SUP-001,2025-05-01,2025-05-31,735470.19,30
INV-000463,PO-000468,DEL-000463,SUP-001,2025-05-07,2025-06-06,1070082.8,30
INV-000464,PO-000469,DEL-000464,SUP-001,2025-05-08,2025-06-07,641413.05,30
INV-000465,PO-000470,DEL-000465,SUP-001,2025-05-14,2025-06-13,830516.11,30
INV-000466,PO-000471,DEL-000466,SUP-001,2025-05-15,2025-06-14,927641.53,30
INV-000467,PO-000472,DEL-000467,SUP-001,2025-05-18,2025-06-17,675388.26,30
INV-000468,PO-000473,DEL-000468,SUP-001,2025-05-22,2025-06-21,920732.06,30
INV-000469,PO-000474,DEL-000469,SUP-001,2025-05-22,2025-06-21,500687.74,30
INV-000470,PO-000475,DEL-000470,SUP-001,2025-05-24,2025-06-23,824722.61,30
INV-000471,PO-000476,DEL-000471,SUP-001,2025-05-27,2025-06-26,558167.26,30
INV-000472,PO-000477,DEL-000472,SUP-001,2025-05-30,2025-06-29,735775.1,30
INV-000473,PO-000478,DEL-000473,SUP-001,2025-06-07,2025-07-07,740418.87,30
INV-000474,PO-000479,DEL-000474,SUP-001,2025-06-06,2025-07-06,528982.11,30
INV-000475,PO-000480,DEL-000475,SUP-001,2025-06-11,2025-07-11,921041.64,30
INV-000476,PO-000481,DEL-000476,SUP-001,2025-06-11,2025-07-11,535973.12,30
INV-000477,PO-000482,DEL-000477,SUP-001,2025-06-14,2025-07-14,852407.35,30
INV-000478,PO-000483,DEL-000478,SUP-001,2025-06-18,2025-07-18,591702.48,30
INV-000479,PO-000484,DEL-000479,SUP-001,2025-06-20,2025-07-20,754280.61,30
INV-000480,PO-000485,DEL-000480,SUP-001,2025-06-24,2025-07-24,721636.68,30
INV-000481,PO-000486,DEL-000481,SUP-001,2025-06-29,2025-07-29,627157.38,30
INV-000482,PO-000487,DEL-000482,SUP-001,2025-06-30,2025-07-30,916105.55,30
INV-000483,PO-000488,DEL-000483,SUP-001,2025-07-04,2025-08-03,156011.89,30
INV-000484,PO-000489,DEL-000484,SUP-002,2025-01-03,2025-02-02,233010.94,30
INV-000485,PO-000490,DEL-000485,SUP-002,2025-01-07,2025-02-06,245001.89,30
INV-000486,PO-000491,DEL-000486,SUP-002,2025-01-09,2025-02-08,196994.69,30
INV-000487,PO-000492,DEL-000487,SUP-002,2025-01-12,2025-02-11,277835.21,30
INV-000488,PO-000493,DEL-000488,SUP-002,2025-01-16,2025-02-15,196602.78,30
INV-000489,PO-000494,DEL-000489,SUP-002,2025-01-20,2025-02-19,278854.11,30
INV-000490,PO-000495,DEL-000490,SUP-002,2025-01-23,2025-02-22,203998.16,30
INV-000491,PO-000496,DEL-000491,SUP-002,2025-01-29,2025-02-28,236460.26,30
INV-000492,PO-000497,DEL-000492,SUP-002,2025-01-27,2025-02-26,219516.09,30
INV-000493,PO-000498,DEL-000493,SUP-002,2025-01-31,2025-03-02,212588.38,30
INV-000494,PO-000499,DEL-000494,SUP-002,2025-02-07,2025-03-09,296541.57,30
INV-000495,PO-000500,DEL-000495,SUP-002,2025-02-07,2025-03-09,213410.09,30
INV-000496,PO-000501,DEL-000496,SUP-002,2025-02-09,2025-03-11,279794.98,30
INV-000497,PO-000502,DEL-000497,SUP-002,2025-02-15,2025-03-17,232520.94,30
INV-000498,PO-000503,DEL-000498,SUP-002,2025-02-16,2025-03-18,285205.05,30
INV-000499,PO-000504,DEL-000499,SUP-002,2025-02-18,2025-03-20,239621.02,30
INV-000500,PO-000505,DEL-000500,SUP-002,2025-02-20,2025-03-22,210243.17,30
INV-000501,PO-000506,DEL-000501,SUP-002,2025-02-25,2025-03-27,311522.47,30
INV-000502,PO-000507,DEL-000502,SUP-002,2025-02-27,2025-03-29,212120.44,30
INV-000503,PO-000508,DEL-000503,SUP-002,2025-03-01,2025-03-31,307206.87,30
INV-000504,PO-000509,DEL-000504,SUP-002,2025-03-07,2025-04-06,353909.67,30
INV-000505,PO-000510,DEL-000505,SUP-002,2025-03-07,2025-04-06,349182.52,30
INV-000506,PO-000512,DEL-000506,SUP-002,2025-03-13,2025-04-12,302508.93,30
INV-000507,PO-000513,DEL-000507,SUP-002,2025-03-19,2025-04-18,426383.86,30
INV-000508,PO-000514,DEL-000508,SUP-002,2025-03-20,2025-04-19,317805.43,30
INV-000509,PO-000515,DEL-000509,SUP-002,2025-03-25,2025-04-24,410487.38,30
INV-000510,PO-000516,DEL-000510,SUP-002,2025-03-27,2025-04-26,337732.47,30
INV-000511,PO-000517,DEL-000511,SUP-002,2025-03-28,2025-04-27,392213.7,30
INV-000512,PO-000518,DEL-000512,SUP-002,2025-04-02,2025-05-02,388027.36,30
INV-000513,PO-000519,DEL-000513,SUP-002,2025-04-04,2025-05-04,279707.93,30
INV-000514,PO-000520,DEL-000514,SUP-002,2025-04-13,2025-05-13,317239.34,30
INV-000515,PO-000521,DEL-000515,SUP-002,2025-04-09,2025-05-09,218168.34,30
INV-000516,PO-000522,DEL-000516,SUP-002,2025-04-14,2025-05-14,323608.01,30
INV-000517,PO-000523,DEL-000517,SUP-002,2025-04-16,2025-05-16,266804.15,30
INV-000518,PO-000524,DEL-000518,SUP-002,2025-04-21,2025-05-21,282653.02,30
INV-000519,PO-000525,DEL-000519,SUP-002,2025-04-23,2025-05-23,326340.09,30
INV-000520,PO-000526,DEL-000520,SUP-002,2025-05-01,2025-05-31,259297.28,30
INV-000521,PO-000527,DEL-000521,SUP-002,2025-04-28,2025-05-28,366320.34,30
INV-000522,PO-000528,DEL-000522,SUP-002,2025-05-01,2025-05-31,263623.75,30
INV-000523,PO-000529,DEL-000523,SUP-002,2025-05-03,2025-06-02,308431.74,30
INV-000524,PO-000530,DEL-000524,SUP-002,2025-05-08,2025-06-07,230177.94,30
INV-000525,PO-000531,DEL-000525,SUP-002,2025-05-11,2025-06-10,246365.75,30
INV-000526,PO-000532,DEL-000526,SUP-002,2025-05-13,2025-06-12,243626.2,30
INV-000527,PO-000533,DEL-000527,SUP-002,2025-05-15,2025-06-14,227249.76,30
INV-000528,PO-000534,DEL-000528,SUP-002,2025-05-20,2025-06-19,269211.01,30
INV-000529,PO-000535,DEL-000529,SUP-002,2025-05-23,2025-06-22,167522.04,30
INV-000530,PO-000536,DEL-000530,SUP-002,2025-05-26,2025-06-25,279195.44,30
INV-000531,PO-000537,DEL-000531,SUP-002,2025-05-29,2025-06-28,207244.4,30
INV-000532,PO-000538,DEL-000532,SUP-002,2025-05-30,2025-06-29,205382.0,30
INV-000533,PO-000539,DEL-000533,SUP-002,2025-06-03,2025-07-03,209851.7,30
INV-000534,PO-000540,DEL-000534,SUP-002,2025-06-05,2025-07-05,194768.54,30
INV-000535,PO-000541,DEL-000535,SUP-002,2025-06-08,2025-07-08,254179.84,30
INV-000536,PO-000542,DEL-000536,SUP-002,2025-06-13,2025-07-13,176112.49,30
INV-000537,PO-000543,DEL-000537,SUP-002,2025-06-16,2025-07-16,236755.84,30
INV-000538,PO-000544,DEL-000538,SUP-002,2025-06-17,2025-07-17,186575.16,30
INV-000539,PO-000545,DEL-000539,SUP-002,2025-06-21,2025-07-21,216883.01,30
INV-000540,PO-000546,DEL-000540,SUP-002,2025-06-27,2025-07-27,223656.61,30
INV-000541,PO-000547,DEL-000541,SUP-002,2025-06-28,2025-07-28,189774.99,30
INV-000542,PO-000549,DEL-000542,SUP-002,2025-07-04,2025-08-03,58653.88,30
INV-000543,PO-000551,DEL-000543,SUP-001,2025-01-08,2025-02-07,900827.89,30
INV-000544,PO-000552,DEL-000544,SUP-001,2025-01-10,2025-02-09,724959.5,30
INV-000545,PO-000553,DEL-000545,SUP-001,2025-01-13,2025-02-12,1260237.66,30
INV-000546,PO-000554,DEL-000546,SUP-001,2025-01-15,2025-02-14,689901.22,30
INV-000547,PO-000555,DEL-000547,SUP-001,2025-01-18,2025-02-17,1141322.02,30
INV-000548,PO-000556,DEL-000548,SUP-001,2025-01-21,2025-02-20,717528.34,30
INV-000549,PO-000557,DEL-000549,SUP-001,2025-01-26,2025-02-25,931209.91,30
INV-000550,PO-000558,DEL-000550,SUP-001,2025-01-29,2025-02-28,977394.17,30
INV-000551,PO-000559,DEL-000551,SUP-001,2025-01-31,2025-03-02,710700.62,30
INV-000552,PO-000560,DEL-000552,SUP-001,2025-02-04,2025-03-06,1192492.49,30
INV-000553,PO-000561,DEL-000553,SUP-001,2025-02-07,2025-03-09,748771.28,30
INV-000554,PO-000562,DEL-000554,SUP-001,2025-02-09,2025-03-11,1265607.19,30
INV-000555,PO-000563,DEL-000555,SUP-001,2025-02-12,2025-03-14,857208.46,30
INV-000556,PO-000564,DEL-000556,SUP-001,2025-02-16,2025-03-18,958588.2,30
INV-000557,PO-000565,DEL-000557,SUP-001,2025-02-18,2025-03-20,951655.96,30
INV-000558,PO-000566,DEL-000558,SUP-001,2025-02-22,2025-03-24,778503.13,30
INV-000559,PO-000567,DEL-000559,SUP-001,2025-02-25,2025-03-27,1158945.69,30
INV-000560,PO-000568,DEL-000560,SUP-001,2025-02-26,2025-03-28,787191.36,30
INV-000561,PO-000569,DEL-000561,SUP-001,2025-03-03,2025-04-02,1635946.26,30
INV-000562,PO-000570,DEL-000562,SUP-001,2025-03-04,2025-04-03,1665878.06,30
INV-000563,PO-000571,DEL-000563,SUP-001,2025-03-09,2025-04-08,2184190.42,30
INV-000564,PO-000572,DEL-000564,SUP-001,2025-03-12,2025-04-11,2101184.93,30
INV-000565,PO-000573,DEL-000565,SUP-001,2025-03-14,2025-04-13,1523980.7,30
INV-000566,PO-000574,DEL-000566,SUP-001,2025-03-16,2025-04-15,2544369.32,30
INV-000567,PO-000575,DEL-000567,SUP-001,2025-03-21,2025-04-20,1436721.47,30
INV-000568,PO-000576,DEL-000568,SUP-001,2025-03-23,2025-04-22,2319573.59,30
INV-000569,PO-000577,DEL-000569,SUP-001,2025-03-25,2025-04-24,1783203.16,30
INV-000570,PO-000578,DEL-000570,SUP-001,2025-03-29,2025-04-28,2144024.99,30
INV-000571,PO-000579,DEL-000571,SUP-001,2025-04-01,2025-05-01,2072299.83,30
INV-000572,PO-000580,DEL-000572,SUP-001,2025-04-03,2025-05-03,1061679.55,30
INV-000573,PO-000581,DEL-000573,SUP-001,2025-04-07,2025-05-07,1454729.62,30
INV-000574,PO-000582,DEL-000574,SUP-001,2025-04-13,2025-05-13,833996.32,30
INV-000575,PO-000583,DEL-000575,SUP-001,2025-04-13,2025-05-13,1508768.08,30
INV-000576,PO-000584,DEL-000576,SUP-001,2025-04-21,2025-05-21,874666.1,30
INV-000577,PO-000585,DEL-000577,SUP-001,2025-04-18,2025-05-18,1246339.51,30
INV-000578,PO-000586,DEL-000578,SUP-001,2025-04-23,2025-05-23,1339557.57,30
INV-000579,PO-000587,DEL-000579,SUP-001,2025-04-26,2025-05-26,951682.84,30
INV-000580,PO-000588,DEL-000580,SUP-001,2025-04-29,2025-05-29,1645741.9,30
INV-000581,PO-000589,DEL-000581,SUP-001,2025-05-01,2025-05-31,850631.54,30
INV-000582,PO-000590,DEL-000582,SUP-001,2025-05-05,2025-06-04,1211439.07,30
INV-000583,PO-000591,DEL-000583,SUP-001,2025-05-08,2025-06-07,833120.42,30
INV-000584,PO-000592,DEL-000584,SUP-001,2025-05-11,2025-06-10,1055677.92,30
INV-000585,PO-000593,DEL-000585,SUP-001,2025-05-13,2025-06-12,969416.82,30
INV-000586,PO-000594,DEL-000586,SUP-001,2025-05-18,2025-06-17,845780.02,30
INV-000587,PO-000595,DEL-000587,SUP-001,2025-05-23,2025-06-22,1224483.53,30
INV-000588,PO-000596,DEL-000588,SUP-001,2025-05-23,2025-06-22,655869.83,30
INV-000589,PO-000597,DEL-000589,SUP-001,2025-05-24,2025-06-23,1175472.76,30
INV-000590,PO-000598,DEL-000590,SUP-001,2025-05-29,2025-06-28,729036.84,30
INV-000591,PO-000599,DEL-000591,SUP-001,2025-06-05,2025-07-05,921749.71,30
INV-000592,PO-000600,DEL-000592,SUP-001,2025-06-03,2025-07-03,775946.85,30
INV-000593,PO-000601,DEL-000593,SUP-001,2025-06-07,2025-07-07,750957.4,30
INV-000594,PO-000602,DEL-000594,SUP-001,2025-06-09,2025-07-09,1062457.99,30
INV-000595,PO-000603,DEL-000595,SUP-001,2025-06-14,2025-07-14,627168.72,30
INV-000596,PO-000604,DEL-000596,SUP-001,2025-06-15,2025-07-15,1053164.08,30
