po_id,po_date,expected_delivery_date,supplier_id,procurement_node,ingredient_id,order_qty,unit_price_pkr,line_total_pkr,payment_terms_days
PO-000537,2025-05-25,2025-05-27,SUP-002,DIRECT-Federal,ING-003,392.33,528.24,207246.9,30
PO-000538,2025-05-28,2025-05-30,SUP-002,DIRECT-Federal,ING-003,420.09,488.9,205384.97,30
PO-000539,2025-05-31,2025-06-02,SUP-002,DIRECT-Federal,ING-003,424.32,494.56,209851.52,30
PO-000540,2025-06-03,2025-06-05,SUP-002,DIRECT-Federal,ING-003,383.38,508.03,194772.05,30
PO-000541,2025-06-06,2025-06-08,SUP-002,DIRECT-Federal,ING-003,497.29,511.13,254179.33,30
PO-000542,2025-06-09,2025-06-11,SUP-002,DIRECT-Federal,ING-003,362.64,485.64,176112.19,30
PO-000543,2025-06-12,2025-06-14,SUP-002,DIRECT-Federal,ING-003,482.85,490.33,236751.37,30
PO-000544,2025-06-15,2025-06-17,SUP-002,DIRECT-Federal,ING-003,387.23,481.82,186572.24,30
PO-000545,2025-06-18,2025-06-20,SUP-002,DIRECT-Federal,ING-003,438.99,494.05,216881.35,30
PO-000546,2025-06-23,2025-06-25,SUP-002,DIRECT-Federal,ING-003,450.53,496.43,223657.66,30
PO-000547,2025-06-24,2025-06-26,SUP-002,DIRECT-Federal,ING-003,388.35,488.67,189777.97,30
PO-000548,2025-06-27,2025-06-29,SUP-002,DIRECT-Federal,ING-003,562.08,472.84,265776.31,30
PO-000549,2025-06-30,2025-07-02,SUP-002,DIRECT-Federal,ING-003,122.91,477.21,58652.63,30
PO-000550,2025-01-01,2025-01-03,SUP-001,DIRECT-Federal,ING-004,1951.75,510.24,995867.52,30
PO-000551,2025-01-04,2025-01-06,SUP-001,DIRECT-Federal,ING-004,1858.22,484.78,900824.35,30
PO-000552,2025-01-07,2025-01-09,SUP-001,DIRECT-Federal,ING-004,1403.41,516.57,724960.34,30
PO-000553,2025-01-10,2025-01-12,SUP-001,DIRECT-Federal,ING-004,2432.14,518.16,1260248.69,30
PO-000554,2025-01-13,2025-01-15,SUP-001,DIRECT-Federal,ING-004,1400.9,492.47,689908.3,30
PO-000555,2025-01-16,2025-01-18,SUP-001,DIRECT-Federal,ING-004,2170.02,525.95,1141320.94,30
PO-000556,2025-01-19,2025-01-21,SUP-001,DIRECT-Federal,ING-004,1415.02,507.08,717532.83,30
PO-000557,2025-01-22,2025-01-24,SUP-001,DIRECT-Federal,ING-004,1906.42,488.46,931214.18,30
PO-000558,2025-01-25,2025-01-27,SUP-001,DIRECT-Federal,ING-004,1989.89,491.18,977389.25,30
PO-000559,2025-01-28,2025-01-30,SUP-001,DIRECT-Federal,ING-004,1445.63,491.62,710707.63,30
PO-000560,2025-01-31,2025-02-02,SUP-001,DIRECT-Federal,ING-004,2393.65,498.19,1192484.61,30
PO-000561,2025-02-03,2025-02-05,SUP-001,DIRECT-Federal,ING-004,1422.6,526.34,748771.76,30
PO-000562,2025-02-06,2025-02-08,SUP-001,DIRECT-Federal,ING-004,2326.27,544.05,1265600.67,30
PO-000563,2025-02-09,2025-02-11,SUP-001,DIRECT-Federal,ING-004,1599.18,536.03,857208.19,30
PO-000564,2025-02-12,2025-02-14,SUP-001,DIRECT-Federal,ING-004,2024.55,523.75,1060365.37,30
PO-000565,2025-02-15,2025-02-17,SUP-001,DIRECT-Federal,ING-004,1818.81,523.23,951655.04,30
PO-000566,2025-02-18,2025-02-20,SUP-001,DIRECT-Federal,ING-004,1460.99,532.86,778501.81,30
PO-000567,2025-02-21,2025-02-23,SUP-001,DIRECT-Federal,ING-004,2460.41,526.1,1294422.16,30
PO-000568,2025-02-24,2025-02-26,SUP-001,DIRECT-Federal,ING-004,1460.9,538.84,787193.41,30
PO-000569,2025-02-27,2025-03-01,SUP-001,DIRECT-Federal,ING-004,3098.97,527.9,1635939.47,30
PO-000570,2025-03-02,2025-03-04,SUP-001,DIRECT-Federal,ING-004,2889.19,576.59,1665874.3,30
PO-000571,2025-03-05,2025-03-07,SUP-001,DIRECT-Federal,ING-004,3726.27,586.16,2184182.89,30
PO-000572,2025-03-08,2025-03-10,SUP-001,DIRECT-Federal,ING-004,3473.32,604.95,2101201.64,30
PO-000573,2025-03-11,2025-03-13,SUP-001,DIRECT-Federal,ING-004,2547.27,598.28,1523988.48,30
PO-000574,2025-03-14,2025-03-16,SUP-001,DIRECT-Federal,ING-004,4401.49,578.07,2544373.89,30
PO-000575,2025-03-17,2025-03-19,SUP-001,DIRECT-Federal,ING-004,2342.99,613.2,1436729.97,30
PO-000576,2025-03-20,2025-03-22,SUP-001,DIRECT-Federal,ING-004,3947.74,587.57,2319583.33,30
PO-000577,2025-03-23,2025-03-25,SUP-001,DIRECT-Federal,ING-004,2984.94,597.4,1783202.25,30
PO-000578,2025-03-26,2025-03-28,SUP-001,DIRECT-Federal,ING-004,3487.07,614.85,2144023.35,30
PO-000579,2025-03-29,2025-03-31,SUP-001,DIRECT-Federal,ING-004,3339.08,620.62,2072310.32,30
PO-000580,2025-04-01,2025-04-03,SUP-001,DIRECT-Federal,ING-004,1982.78,535.45,1061691.96,30
PO-000581,2025-04-04,2025-04-06,SUP-001,DIRECT-Federal,ING-004,2491.53,583.87,1454722.12,30
PO-000582,2025-04-09,2025-04-11,SUP-001,DIRECT-Federal,ING-004,1443.05,577.94,833988.63,30
PO-000583,2025-04-10,2025-04-12,SUP-001,DIRECT-Federal,ING-004,2588.56,582.86,1508763.42,30
PO-000584,2025-04-13,2025-04-15,SUP-001,DIRECT-Federal,ING-004,1595.0,548.38,874663.21,30
PO-000585,2025-04-16,2025-04-18,SUP-001,DIRECT-Federal,ING-004,2245.05,555.15,1246336.78,30
PO-000586,2025-04-19,2025-04-21,SUP-001,DIRECT-Federal,ING-004,2410.36,555.75,1339550.93,30
PO-000587,2025-04-22,2025-04-24,SUP-001,DIRECT-Federal,ING-004,1680.32,566.37,951690.31,30
PO-000588,2025-04-25,2025-04-27,SUP-001,DIRECT-Federal,ING-004,2905.31,566.46,1645739.86,30
PO-000589,2025-04-28,2025-04-30,SUP-001,DIRECT-Federal,ING-004,1692.46,581.7,984511.13,30
PO-000590,2025-05-01,2025-05-03,SUP-001,DIRECT-Federal,ING-004,2819.58,491.46,1385716.56,30
PO-000591,2025-05-05,2025-05-07,SUP-001,DIRECT-Federal,ING-004,1790.04,465.42,833113.82,30
PO-000592,2025-05-09,2025-05-11,SUP-001,DIRECT-Federal,ING-004,2264.14,466.26,1055687.85,30
PO-000593,2025-05-10,2025-05-12,SUP-001,DIRECT-Federal,ING-004,2200.0,484.2,1065236.5,30
PO-000594,2025-05-13,2025-05-15,SUP-001,DIRECT-Federal,ING-004,1696.65,498.5,845783.97,30
PO-000595,2025-05-18,2025-05-20,SUP-001,DIRECT-Federal,ING-004,2539.0,482.27,1224480.71,30
PO-000596,2025-05-21,2025-05-23,SUP-001,DIRECT-Federal,ING-004,1343.5,488.18,655877.31,30
PO-000597,2025-05-22,2025-05-24,SUP-001,DIRECT-Federal,ING-004,2443.15,481.13,1175469.01,30
PO-000598,2025-05-25,2025-05-27,SUP-001,DIRECT-Federal,ING-004,1517.12,480.54,729033.42,30
PO-000599,2025-05-28,2025-05-30,SUP-001,DIRECT-Federal,ING-004,1867.44,493.59,921755.88,30
PO-000600,2025-05-31,2025-06-02,SUP-001,DIRECT-Federal,ING-004,1874.45,465.09,871785.0,30
PO-000601,2025-06-03,2025-06-05,SUP-001,DIRECT-Federal,ING-004,1534.79,489.29,750952.86,30
PO-000602,2025-06-06,2025-06-08,SUP-001,DIRECT-Federal,ING-004,2540.35,485.38,1233024.4,30
PO-000603,2025-06-09,2025-06-11,SUP-001,DIRECT-Federal,ING-004,1375.37,456.0,627164.3,30
PO-000604,2025-06-13,2025-06-15,SUP-001,DIRECT-Federal,ING-004,2268.87,464.18,1053167.26,30
PO-000605,2025-06-15,2025-06-17,SUP-001,DIRECT-Federal,ING-004,1495.76,467.67,699525.85,30
PO-000606,2025-06-18,2025-06-20,SUP-001,DIRECT-Federal,ING-004,2016.27,458.97,925414.38,30
PO-000607,2025-06-23,2025-06-25,SUP-001,DIRECT-Federal,ING-004,1898.37,452.38,858783.61,30
PO-000608,2025-06-24,2025-06-26,SUP-001,DIRECT-Federal,ING-004,1559.81,472.78,737451.49,30
PO-000609,2025-06-27,2025-06-29,SUP-001,DIRECT-Federal,ING-004,2641.04,472.75,1248560.86,30
PO-000610,2025-06-30,2025-07-02,SUP-001,DIRECT-Federal,ING-004,467.4,457.36,213772.92,30
PO-000611,2025-01-01,2025-01-03,SUP-001,DIRECT-Federal,ING-005,1790.68,473.47,847830.99,30
PO-000612,2025-01-04,2025-01-06,SUP-001,DIRECT-Federal,ING-005,1697.33,507.63,861610.56,30
PO-000613,2025-01-07,2025-01-09,SUP-001,DIRECT-Federal,ING-005,1296.46,471.08,610731.21,30
PO-000614,2025-01-10,2025-01-12,SUP-001,DIRECT-Federal,ING-005,2046.91,493.73,1010614.98,30
PO-000615,2025-01-13,2025-01-15,SUP-001,DIRECT-Federal,ING-005,1288.4,506.66,652779.75,30
PO-000616,2025-01-16,2025-01-18,SUP-001,DIRECT-Federal,ING-005,1862.3,509.84,949477.95,30
PO-000617,2025-01-19,2025-01-21,SUP-001,DIRECT-Federal,ING-005,1276.39,481.49,614563.32,30
PO-000618,2025-01-22,2025-01-24,SUP-001,DIRECT-Federal,ING-005,1678.89,516.23,866690.18,30
PO-000619,2025-01-25,2025-01-27,SUP-001,DIRECT-Federal,ING-005,1720.53,477.43,821430.85,30
PO-000620,2025-01-28,2025-01-30,SUP-001,DIRECT-Federal,ING-005,1322.88,508.3,672421.37,30
PO-000621,2025-01-31,2025-02-02,SUP-001,DIRECT-Federal,ING-005,2087.02,498.09,1039516.56,30
PO-000622,2025-02-03,2025-02-05,SUP-001,DIRECT-Federal,ING-005,1276.42,505.25,644908.21,30
PO-000623,2025-02-06,2025-02-08,SUP-001,DIRECT-Federal,ING-005,2088.46,512.17,1069655.45,30
PO-000624,2025-02-09,2025-02-11,SUP-001,DIRECT-Federal,ING-005,1393.06,535.95,746607.92,30
PO-000625,2025-02-12,2025-02-14,SUP-001,DIRECT-Federal,ING-005,1810.77,536.33,971170.98,30
PO-000626,2025-02-15,2025-02-17,SUP-001,DIRECT-Federal,ING-005,1728.64,545.58,943102.87,30
PO-000627,2025-02-18,2025-02-20,SUP-001,DIRECT-Federal,ING-005,1238.5,511.64,633659.18,30
PO-000628,2025-02-21,2025-02-23,SUP-001,DIRECT-Federal,ING-005,2012.52,542.49,1091764.71,30
PO-000629,2025-02-24,2025-02-26,SUP-001,DIRECT-Federal,ING-005,1180.7,538.81,636180.29,30
PO-000630,2025-02-27,2025-03-01,SUP-001,DIRECT-Federal,ING-005,2589.65,531.37,1376073.48,30
PO-000631,2025-03-03,2025-03-05,SUP-001,DIRECT-Federal,ING-005,2504.45,570.84,1429641.76,30
PO-000632,2025-03-07,2025-03-09,SUP-001,DIRECT-Federal,ING-005,3042.39,609.79,1855229.47,30
PO-000633,2025-03-08,2025-03-10,SUP-001,DIRECT-Federal,ING-005,3241.93,578.23,1874569.2,30
PO-000634,2025-03-11,2025-03-13,SUP-001,DIRECT-Federal,ING-005,2221.3,572.0,1270591.93,30
PO-000635,2025-03-16,2025-03-18,SUP-001,DIRECT-Federal,ING-005,3996.88,564.56,2256494.88,30
PO-000636,2025-03-19,2025-03-21,SUP-001,DIRECT-Federal,ING-005,2076.59,600.92,1247870.97,30
PO-000637,2025-03-20,2025-03-22,SUP-001,DIRECT-Federal,ING-005,3632.73,578.66,2102101.01,30
PO-000638,2025-03-23,2025-03-25,SUP-001,DIRECT-Federal,ING-005,2605.19,602.78,1570348.2,30
PO-000639,2025-03-26,2025-03-28,SUP-001,DIRECT-Federal,ING-005,2937.78,561.74,1650264.27,30
PO-000640,2025-03-30,2025-04-01,SUP-001,DIRECT-Federal,ING-005,3098.56,558.32,1730000.32,30
PO-000641,2025-04-01,2025-04-03,SUP-001,DIRECT-Federal,ING-005,1683.27,549.74,925360.11,30
PO-000642,2025-04-04,2025-04-06,SUP-001,DIRECT-Federal,ING-005,2186.85,527.91,1154461.91,30
PO-000643,2025-04-09,2025-04-11,SUP-001,DIRECT-Federal,ING-005,1340.68,552.91,741276.37,30
PO-000644,2025-04-10,2025-04-12,SUP-001,DIRECT-Federal,ING-005,2260.84,563.17,1273235.78,30
PO-000645,2025-04-13,2025-04-15,SUP-001,DIRECT-Federal,ING-005,1465.68,570.36,835968.39,30
PO-000646,2025-04-16,2025-04-18,SUP-001,DIRECT-Federal,ING-005,2120.87,562.88,1193786.98,30
PO-000647,2025-04-19,2025-04-21,SUP-001,DIRECT-Federal,ING-005,2127.36,548.54,1166944.51,30
PO-000648,2025-04-22,2025-04-24,SUP-001,DIRECT-Federal,ING-005,1608.71,540.93,870190.97,30
PO-000649,2025-04-25,2025-04-27,SUP-001,DIRECT-Federal,ING-005,2472.0,523.85,1294952.46,30
PO-000650,2025-04-28,2025-04-30,SUP-001,DIRECT-Federal,ING-005,1378.6,571.43,787775.18,30
PO-000651,2025-05-01,2025-05-03,SUP-001,DIRECT-Federal,ING-005,2479.7,484.08,1200361.28,30
PO-000652,2025-05-04,2025-05-06,SUP-001,DIRECT-Federal,ING-005,1447.37,476.7,689960.49,30
PO-000653,2025-05-07,2025-05-09,SUP-001,DIRECT-Federal,ING-005,1794.07,462.38,829540.71,30
PO-000654,2025-05-10,2025-05-12,SUP-001,DIRECT-Federal,ING-005,2020.15,447.04,903078.52,30
PO-000655,2025-05-13,2025-05-15,SUP-001,DIRECT-Federal,ING-005,1514.0,489.85,741628.06,30
PO-000656,2025-05-16,2025-05-18,SUP-001,DIRECT-Federal,ING-005,2189.17,471.0,1031106.73,30
PO-000657,2025-05-19,2025-05-21,SUP-001,DIRECT-Federal,ING-005,1170.83,479.14,560990.9,30
PO-000658,2025-05-22,2025-05-24,SUP-001,DIRECT-Federal,ING-005,2202.67,451.3,994054.77,30
PO-000659,2025-05-25,2025-05-27,SUP-001,DIRECT-Federal,ING-005,1437.81,462.83,665454.99,30
PO-000660,2025-05-28,2025-05-30,SUP-001,DIRECT-Federal,ING-005,1570.67,458.94,720839.41,30
PO-000661,2025-05-31,2025-06-02,SUP-001,DIRECT-Federal,ING-005,1691.73,453.51,767219.58,30
PO-000662,2025-06-03,2025-06-05,SUP-001,DIRECT-Federal,ING-005,1241.42,477.63,592941.81,30
PO-000663,2025-06-06,2025-06-08,SUP-001,DIRECT-Federal,ING-005,2269.38,443.58,1006662.16,30
PO-000664,2025-06-09,2025-06-11,SUP-001,DIRECT-Federal,ING-005,1281.04,459.46,588584.41,30
PO-000665,2025-06-12,2025-06-14,SUP-001,DIRECT-Federal,ING-005,2111.19,473.97,1000636.23,30
PO-000666,2025-06-15,2025-06-17,SUP-001,DIRECT-Federal,ING-005,1312.53,461.73,606036.06,30
PO-000667,2025-06-18,2025-06-20,SUP-001,DIRECT-Federal,ING-005,1779.18,473.36,842194.83,30
PO-000668,2025-06-21,2025-06-23,SUP-001,DIRECT-Federal,ING-005,1815.46,451.24,819201.08,30
PO-000669,2025-06-24,2025-06-26,SUP-001,DIRECT-Federal,ING-005,1466.01,444.46,651588.41,30
PO-000670,2025-06-27,2025-06-29,SUP-001,DIRECT-Federal,ING-005,2336.05,452.94,1058089.15,30
PO-000671,2025-07-01,2025-07-03,SUP-001,DIRECT-Federal,ING-005,377.87,448.04,169302.35,30
PO-000672,2025-01-01,2025-01-03,SUP-001,DIRECT-Federal,ING-006,628.58,715.04,449465.14,30
PO-000673,2025-01-04,2025-01-06,SUP-001,DIRECT-Federal,ING-006,650.42,713.39,464002.47,30
PO-000674,2025-01-07,2025-01-09,SUP-001,DIRECT-Federal,ING-006,515.6,669.28,345082.51,30
PO-000675,2025-01-10,2025-01-12,SUP-001,DIRECT-Federal,ING-006,794.65,668.86,531506.45,30
PO-000676,2025-01-15,2025-01-17,SUP-001,DIRECT-Federal,ING-006,468.73,682.35,319838.87,30
PO-000677,2025-01-18,2025-01-20,SUP-001,DIRECT-Federal,ING-006,766.8,694.66,532665.51,30
PO-000678,2025-01-19,2025-01-21,SUP-001,DIRECT-Federal,ING-006,502.91,699.49,351779.24,30
PO-000679,2025-01-22,2025-01-24,SUP-001,DIRECT-Federal,ING-006,606.13,717.32,434789.45,30
PO-000680,2025-01-25,2025-01-27,SUP-001,DIRECT-Federal,ING-006,664.61,656.23,436136.89,30
PO-000681,2025-01-28,2025-01-30,SUP-001,DIRECT-Federal,ING-006,541.52,723.62,391857.57,30
PO-000682,2025-01-31,2025-02-02,SUP-001,DIRECT-Federal,ING-006,723.56,723.02,523149.26,30
PO-000683,2025-02-03,2025-02-05,SUP-001,DIRECT-Federal,ING-006,535.63,706.36,378349.09,30
PO-000684,2025-02-06,2025-02-08,SUP-001,DIRECT-Federal,ING-006,753.5,732.15,551678.73,30
PO-000685,2025-02-09,2025-02-11,SUP-001,DIRECT-Federal,ING-006,483.85,696.43,336972.52,30
PO-000686,2025-02-12,2025-02-14,SUP-001,DIRECT-Federal,ING-006,658.62,695.73,458224.0,30
PO-000687,2025-02-15,2025-02-17,SUP-001,DIRECT-Federal,ING-006,656.51,713.36,468327.66,30
PO-000688,2025-02-18,2025-02-20,SUP-001,DIRECT-Federal,ING-006,541.84,729.05,395029.6,30
PO-000689,2025-02-23,2025-02-25,SUP-001,DIRECT-Federal,ING-006,763.98,698.46,533607.17,30
PO-000690,2025-02-24,2025-02-26,SUP-001,DIRECT-Federal,ING-006,458.5,735.89,337405.83,30
PO-000691,2025-02-27,2025-03-01,SUP-001,DIRECT-Federal,ING-006,828.88,744.87,617406.14,30
PO-000692,2025-03-03,2025-03-05,SUP-001,DIRECT-Federal,ING-006,867.76,850.65,738166.16,30
PO-000693,2025-03-05,2025-03-07,SUP-001,DIRECT-Federal,ING-006,975.33,798.92,779213.35,30
PO-000694,2025-03-08,2025-03-10,SUP-001,DIRECT-Federal,ING-006,1010.08,787.67,795609.77,30
PO-000695,2025-03-11,2025-03-13,SUP-001,DIRECT-Federal,ING-006,782.43,787.4,616088.04,30
PO-000696,2025-03-16,2025-03-18,SUP-001,DIRECT-Federal,ING-006,1287.24,800.08,1029888.94,30
PO-000697,2025-03-17,2025-03-19,SUP-001,DIRECT-Federal,ING-006,730.26,821.93,600223.63,30
PO-000698,2025-03-20,2025-03-22,SUP-001,DIRECT-Federal,ING-006,1121.47,821.24,920994.2,30
PO-000699,2025-03-25,2025-03-27,SUP-001,DIRECT-Federal,ING-006,837.25,791.72,662863.11,30
PO-000700,2025-03-26,2025-03-28,SUP-001,DIRECT-Federal,ING-006,951.69,789.33,751199.15,30
PO-000701,2025-03-29,2025-03-31,SUP-001,DIRECT-Federal,ING-006,969.58,824.71,799628.25,30
PO-000702,2025-04-01,2025-04-03,SUP-001,DIRECT-Federal,ING-006,691.84,764.46,528884.11,30
PO-000703,2025-04-04,2025-04-06,SUP-001,DIRECT-Federal,ING-006,753.61,743.66,560427.93,30
PO-000704,2025-04-07,2025-04-09,SUP-001,DIRECT-Federal,ING-006,459.35,752.02,345441.82,30
PO-000705,2025-04-10,2025-04-12,SUP-001,DIRECT-Federal,ING-006,832.66,766.21,637993.05,30
PO-000706,2025-04-13,2025-04-15,SUP-001,DIRECT-Federal,ING-006,616.23,722.78,445400.16,30
PO-000707,2025-04-16,2025-04-18,SUP-001,DIRECT-Federal,ING-006,714.52,740.52,529111.65,30
PO-000708,2025-04-19,2025-04-21,SUP-001,DIRECT-Federal,ING-006,691.63,747.23,516809.13,30
PO-000709,2025-04-22,2025-04-24,SUP-001,DIRECT-Federal,ING-006,567.29,791.23,448857.39,30
PO-000710,2025-04-25,2025-04-27,SUP-001,DIRECT-Federal,ING-006,905.48,771.63,698695.94,30
PO-000711,2025-04-30,2025-05-02,SUP-001,DIRECT-Federal,ING-006,562.63,763.21,429403.68,30
PO-000712,2025-05-01,2025-05-03,SUP-001,DIRECT-Federal,ING-006,837.52,655.64,549116.97,30
PO-000713,2025-05-04,2025-05-06,SUP-001,DIRECT-Federal,ING-006,586.84,672.69,394758.62,30
PO-000714,2025-05-07,2025-05-09,SUP-001,DIRECT-Federal,ING-006,715.68,628.37,449712.11,30
PO-000715,2025-05-10,2025-05-12,SUP-001,DIRECT-Federal,ING-006,711.43,623.88,443845.16,30
PO-000716,2025-05-13,2025-05-15,SUP-001,DIRECT-Federal,ING-006,585.16,650.02,380365.18,30
PO-000717,2025-05-16,2025-05-18,SUP-001,DIRECT-Federal,ING-006,718.71,651.12,467969.89,30
PO-000718,2025-05-19,2025-05-21,SUP-001,DIRECT-Federal,ING-006,462.36,651.36,301160.86,30
PO-000719,2025-05-23,2025-05-25,SUP-001,DIRECT-Federal,ING-006,716.7,680.4,487643.37,30
PO-000720,2025-05-25,2025-05-27,SUP-001,DIRECT-Federal,ING-006,514.69,641.35,330094.14,30
PO-000721,2025-05-28,2025-05-30,SUP-001,DIRECT-Federal,ING-006,607.18,645.4,391877.82,30
PO-000722,2025-05-31,2025-06-02,SUP-001,DIRECT-Federal,ING-006,647.81,659.84,427449.46,30
PO-000723,2025-06-03,2025-06-05,SUP-001,DIRECT-Federal,ING-006,488.37,645.84,315412.72,30
PO-000724,2025-06-06,2025-06-08,SUP-001,DIRECT-Federal,ING-006,720.89,621.51,448038.88,30
PO-000725,2025-06-09,2025-06-11,SUP-001,DIRECT-Federal,ING-006,506.27,654.55,331377.23,30
PO-000726,2025-06-12,2025-06-14,SUP-001,DIRECT-Federal,ING-006,707.17,615.56,435304.31,30
PO-000727,2025-06-15,2025-06-17,SUP-001,DIRECT-Federal,ING-006,515.73,657.89,339293.5,30
PO-000728,2025-06-18,2025-06-20,SUP-001,DIRECT-Federal,ING-006,632.96,650.71,411876.45,30
PO-000729,2025-06-21,2025-06-23,SUP-001,DIRECT-Federal,ING-006,670.25,618.84,414775.45,30
PO-000730,2025-06-24,2025-06-26,SUP-001,DIRECT-Federal,ING-006,542.14,625.49,339105.67,30
PO-000731,2025-06-27,2025-06-29,SUP-001,DIRECT-Federal,ING-006,820.35,635.75,521535.82,30
PO-000732,2025-07-02,2025-07-04,SUP-001,DIRECT-Federal,ING-006,153.76,647.16,99506.98,30
PO-000733,2025-01-01,2025-01-03,SUP-001,DIRECT-KPK,ING-001,526.62,729.62,384228.92,30
PO-000734,2025-01-04,2025-01-06,SUP-001,DIRECT-KPK,ING-001,481.18,753.21,362431.38,30
PO-000735,2025-01-08,2025-01-10,SUP-001,DIRECT-KPK,ING-001,441.49,699.37,308765.52,30
PO-000736,2025-01-10,2025-01-12,SUP-001,DIRECT-KPK,ING-001,533.73,754.17,402523.96,30
PO-000737,2025-01-15,2025-01-17,SUP-001,DIRECT-KPK,ING-001,445.58,755.09,336450.57,30
PO-000738,2025-01-16,2025-01-18,SUP-001,DIRECT-KPK,ING-001,533.09,732.52,390499.49,30
PO-000739,2025-01-19,2025-01-21,SUP-001,DIRECT-KPK,ING-001,397.18,742.5,294907.41,30
PO-000740,2025-01-22,2025-01-24,SUP-001,DIRECT-KPK,ING-001,542.72,736.39,399648.64,30
PO-000741,2025-01-25,2025-01-27,SUP-001,DIRECT-KPK,ING-001,504.31,688.0,346963.01,30
PO-000742,2025-01-28,2025-01-30,SUP-001,DIRECT-KPK,ING-001,438.41,745.01,326622.19,30
PO-000743,2025-01-31,2025-02-02,SUP-001,DIRECT-KPK,ING-001,511.08,710.04,362885.48,30
PO-000744,2025-02-03,2025-02-05,SUP-001,DIRECT-KPK,ING-001,442.73,753.65,333666.04,30
PO-000745,2025-02-06,2025-02-08,SUP-001,DIRECT-KPK,ING-001,527.86,781.06,412289.26,30
PO-000746,2025-02-09,2025-02-11,SUP-001,DIRECT-KPK,ING-001,384.41,764.21,293770.34,30
PO-000747,2025-02-12,2025-02-14,SUP-001,DIRECT-KPK,ING-001,550.34,783.77,431341.95,30
PO-000748,2025-02-15,2025-02-17,SUP-001,DIRECT-KPK,ING-001,478.34,735.69,351909.33,30
PO-000749,2025-02-18,2025-02-20,SUP-001,DIRECT-KPK,ING-001,482.97,775.98,374774.53,30
PO-000750,2025-02-21,2025-02-23,SUP-001,DIRECT-KPK,ING-001,491.54,738.3,362899.49,30
PO-000751,2025-02-25,2025-02-27,SUP-001,DIRECT-KPK,ING-001,407.54,789.72,321841.47,30
PO-000752,2025-03-01,2025-03-03,SUP-001,DIRECT-KPK,ING-001,556.65,816.16,454318.03,30
PO-000753,2025-03-02,2025-03-04,SUP-001,DIRECT-KPK,ING-001,558.97,889.08,496966.73,30
PO-000754,2025-03-05,2025-03-07,SUP-001,DIRECT-KPK,ING-001,723.56,843.94,610644.18,30
PO-000755,2025-03-08,2025-03-10,SUP-001,DIRECT-KPK,ING-001,648.52,823.27,533904.61,30
PO-000756,2025-03-11,2025-03-13,SUP-001,DIRECT-KPK,ING-001,667.86,844.16,563778.91,30
PO-000757,2025-03-14,2025-03-16,SUP-001,DIRECT-KPK,ING-001,740.12,861.68,637744.89,30
PO-000758,2025-03-17,2025-03-19,SUP-001,DIRECT-KPK,ING-001,569.6,810.22,461505.79,30
PO-000759,2025-03-20,2025-03-22,SUP-001,DIRECT-KPK,ING-001,665.15,874.1,581408.12,30
PO-000760,2025-03-23,2025-03-25,SUP-001,DIRECT-KPK,ING-001,571.06,882.11,503739.86,30
PO-000761,2025-03-26,2025-03-28,SUP-001,DIRECT-KPK,ING-001,740.53,852.99,631668.32,30
PO-000762,2025-03-29,2025-03-31,SUP-001,DIRECT-KPK,ING-001,659.05,855.87,564063.31,30
PO-000763,2025-04-01,2025-04-03,SUP-001,DIRECT-KPK,ING-001,589.67,797.78,470425.22,30
PO-000764,2025-04-04,2025-04-06,SUP-001,DIRECT-KPK,ING-001,548.51,759.33,416495.57,30
PO-000765,2025-04-07,2025-04-09,SUP-001,DIRECT-KPK,ING-001,431.65,811.63,350339.64,30
PO-000766,2025-04-10,2025-04-12,SUP-001,DIRECT-KPK,ING-001,602.79,830.39,500549.35,30
PO-000767,2025-04-13,2025-04-15,SUP-001,DIRECT-KPK,ING-001,462.66,762.92,352973.67,30
PO-000768,2025-04-16,2025-04-18,SUP-001,DIRECT-KPK,ING-001,563.09,806.85,454329.75,30
PO-000769,2025-04-19,2025-04-21,SUP-001,DIRECT-KPK,ING-001,551.37,784.28,432427.54,30
PO-000770,2025-04-24,2025-04-26,SUP-001,DIRECT-KPK,ING-001,542.57,794.52,431082.37,30
PO-000771,2025-04-25,2025-04-27,SUP-001,DIRECT-KPK,ING-001,632.49,790.93,500258.92,30
PO-000772,2025-04-28,2025-04-30,SUP-001,DIRECT-KPK,ING-001,487.3,815.77,397530.34,30
PO-000773,2025-05-01,2025-05-03,SUP-001,DIRECT-KPK,ING-001,600.08,684.41,410700.15,30
PO-000774,2025-05-04,2025-05-06,SUP-001,DIRECT-KPK,ING-001,450.5,659.0,296879.26,30
PO-000775,2025-05-07,2025-05-09,SUP-001,DIRECT-KPK,ING-001,608.54,670.51,408030.25,30
PO-000776,2025-05-10,2025-05-12,SUP-001,DIRECT-KPK,ING-001,486.05,689.31,335040.51,30
PO-000777,2025-05-13,2025-05-15,SUP-001,DIRECT-KPK,ING-001,533.69,714.86,381514.3,30
PO-000778,2025-05-16,2025-05-18,SUP-001,DIRECT-KPK,ING-001,518.2,690.23,357676.95,30
PO-000779,2025-05-21,2025-05-23,SUP-001,DIRECT-KPK,ING-001,446.96,694.32,310331.87,30
PO-000780,2025-05-22,2025-05-24,SUP-001,DIRECT-KPK,ING-001,517.34,693.66,358855.85,30
PO-000781,2025-05-25,2025-05-27,SUP-001,DIRECT-KPK,ING-001,399.51,650.19,259758.64,30
