payment_id,invoice_id,supplier_id,payment_date,amount_pkr,days_vs_due
PAY-000409,INV-000409,SUP-001,2025-06-29,652793.26,4
PAY-000410,INV-000410,SUP-001,2025-06-28,487527.8,2
PAY-000411,INV-000411,SUP-001,2025-07-03,705320.57,2
PAY-000412,INV-000412,SUP-001,2025-07-04,641522.28,1
PAY-000413,INV-000413,SUP-001,2025-07-14,557359.61,9
PAY-000414,INV-000414,SUP-001,2025-07-17,721175.88,9
PAY-000415,INV-000415,SUP-001,2025-07-15,539552.87,2
PAY-000416,INV-000416,SUP-001,2025-07-16,658985.6,2
PAY-000417,INV-000417,SUP-001,2025-07-20,440489.19,0
PAY-000418,INV-000418,SUP-001,2025-07-22,640496.88,1
PAY-000419,INV-000419,SUP-001,2025-07-24,576523.41,-1
PAY-000420,INV-000420,SUP-001,2025-08-03,595048.96,4
PAY-000421,INV-000421,SUP-001,2025-07-29,726571.28,0
PAY-000422,INV-000422,SUP-001,2025-08-04,156556.69,2
PAY-000423,INV-000423,SUP-001,2025-02-03,866436.39,-1
PAY-000424,INV-000424,SUP-001,2025-02-14,830550.98,8
PAY-000425,INV-000425,SUP-001,2025-02-07,593145.02,-2
PAY-000426,INV-000426,SUP-001,2025-02-23,922744.28,9
PAY-000427,INV-000427,SUP-001,2025-02-15,581028.05,-1
PAY-000428,INV-000428,SUP-001,2025-02-21,981689.1,2
PAY-000429,INV-000429,SUP-001,2025-02-24,642259.21,2
PAY-000430,INV-000430,SUP-001,2025-02-28,793882.18,4
PAY-000431,INV-000431,SUP-001,2025-03-02,775868.0,1
PAY-000432,INV-000432,SUP-001,2025-03-01,588819.65,-1
PAY-000433,INV-000433,SUP-001,2025-03-06,961139.91,2
PAY-000434,INV-000434,SUP-001,2025-03-07,644949.06,-4
PAY-000435,INV-000435,SUP-001,2025-03-14,1044559.28,2
PAY-000436,INV-000436,SUP-001,2025-03-15,675703.71,1
PAY-000437,INV-000437,SUP-001,2025-03-16,847731.06,0
PAY-000438,INV-000438,SUP-001,2025-04-11,877695.63,21
PAY-000439,INV-000439,SUP-001,2025-03-21,649759.68,-1
PAY-000440,INV-000440,SUP-001,2025-03-26,945303.0,0
PAY-000441,INV-000441,SUP-001,2025-04-04,561752.91,1
PAY-000442,INV-000442,SUP-001,2025-04-02,1229520.29,2
PAY-000443,INV-000443,SUP-001,2025-04-04,1213858.05,-1
PAY-000444,INV-000444,SUP-001,2025-04-06,1580411.58,0
PAY-000445,INV-000445,SUP-001,2025-04-13,1661104.28,1
PAY-000446,INV-000446,SUP-001,2025-04-11,1240664.43,-1
PAY-000447,INV-000447,SUP-001,2025-04-19,2017439.49,2
PAY-000448,INV-000448,SUP-001,2025-04-22,1074948.62,3
PAY-000449,INV-000449,SUP-001,2025-04-29,1884257.55,7
PAY-000450,INV-000450,SUP-001,2025-04-29,1416346.29,2
PAY-000451,INV-000451,SUP-001,2025-04-25,1637575.01,-4
PAY-000452,INV-000452,SUP-001,2025-05-06,1486469.84,5
PAY-000453,INV-000453,SUP-001,2025-05-20,843545.52,15
PAY-000454,INV-000454,SUP-001,2025-05-12,1168645.44,-1
PAY-000455,INV-000455,SUP-001,2025-05-10,689401.46,-1
PAY-000456,INV-000456,SUP-001,2025-05-14,1161876.2,1
PAY-000457,INV-000457,SUP-001,2025-05-19,805440.88,2
PAY-000458,INV-000458,SUP-001,2025-05-19,969781.61,-1
PAY-000459,INV-000459,SUP-001,2025-05-31,960512.65,8
PAY-000460,INV-000460,SUP-001,2025-06-02,787821.17,8
PAY-000461,INV-000461,SUP-001,2025-05-30,1275854.52,1
PAY-000462,INV-000462,SUP-001,2025-06-22,735470.19,22
PAY-000463,INV-000463,SUP-001,2025-06-06,1070082.8,0
PAY-000464,INV-000464,SUP-001,2025-06-03,641413.05,-4
PAY-000465,INV-000465,SUP-001,2025-06-15,830516.11,2
PAY-000466,INV-000466,SUP-001,2025-06-15,927641.53,1
PAY-000467,INV-000467,SUP-001,2025-06-19,675388.26,2
PAY-000468,INV-000468,SUP-001,2025-06-18,920732.06,-3
PAY-000469,INV-000469,SUP-001,2025-06-22,500687.74,1
PAY-000470,INV-000470,SUP-001,2025-06-23,824722.61,0
PAY-000471,INV-000471,SUP-001,2025-06-25,558167.26,-1
PAY-000472,INV-000472,SUP-001,2025-07-01,735775.1,2
PAY-000473,INV-000473,SUP-001,2025-07-16,740418.87,9
PAY-000474,INV-000474,SUP-001,2025-07-07,528982.11,1
PAY-000475,INV-000475,SUP-001,2025-07-10,921041.64,-1
PAY-000476,INV-000476,SUP-001,2025-07-16,535973.12,5
PAY-000477,INV-000477,SUP-001,2025-07-16,852407.35,2
PAY-000478,INV-000478,SUP-001,2025-07-18,591702.48,0
PAY-000479,INV-000479,SUP-001,2025-07-21,754280.61,1
PAY-000480,INV-000480,SUP-001,2025-08-02,721636.68,9
PAY-000481,INV-000481,SUP-001,2025-07-31,627157.38,2
PAY-000482,INV-000482,SUP-001,2025-07-29,916105.55,-1
PAY-000483,INV-000483,SUP-001,2025-08-01,156011.89,-2
PAY-000484,INV-000484,SUP-002,2025-02-03,233010.94,1
PAY-000485,INV-000485,SUP-002,2025-02-07,245001.89,1
PAY-000486,INV-000486,SUP-002,2025-02-08,196994.69,0
PAY-000487,INV-000487,SUP-002,2025-02-13,277835.21,2
PAY-000488,INV-000488,SUP-002,2025-02-23,196602.78,8
PAY-000489,INV-000489,SUP-002,2025-02-19,278854.11,0
PAY-000490,INV-000490,SUP-002,2025-02-21,203998.16,-1
PAY-000491,INV-000491,SUP-002,2025-03-14,236460.26,14
PAY-000492,INV-000492,SUP-002,2025-02-22,219516.09,-4
PAY-000493,INV-000493,SUP-002,2025-03-08,212588.38,6
PAY-000494,INV-000494,SUP-002,2025-03-10,296541.57,1
PAY-000495,INV-000495,SUP-002,2025-03-11,213410.09,2
PAY-000496,INV-000496,SUP-002,2025-03-12,279794.98,1
PAY-000497,INV-000497,SUP-002,2025-03-19,232520.94,2
PAY-000498,INV-000498,SUP-002,2025-03-17,285205.05,-1
PAY-000499,INV-000499,SUP-002,2025-03-20,239621.02,0
PAY-000500,INV-000500,SUP-002,2025-03-28,210243.17,6
PAY-000501,INV-000501,SUP-002,2025-03-26,311522.47,-1
PAY-000502,INV-000502,SUP-002,2025-03-28,212120.44,-1
PAY-000503,INV-000503,SUP-002,2025-04-02,307206.87,2
PAY-000504,INV-000504,SUP-002,2025-04-07,353909.67,1
PAY-000505,INV-000505,SUP-002,2025-04-08,349182.52,2
PAY-000506,INV-000506,SUP-002,2025-04-12,302508.93,0
PAY-000507,INV-000507,SUP-002,2025-04-24,426383.86,6
PAY-000508,INV-000508,SUP-002,2025-04-20,317805.43,1
PAY-000509,INV-000509,SUP-002,2025-04-26,410487.38,2
PAY-000510,INV-000510,SUP-002,2025-04-26,337732.47,0
PAY-000511,INV-000511,SUP-002,2025-04-27,392213.7,0
PAY-000512,INV-000512,SUP-002,2025-04-30,388027.36,-2
PAY-000513,INV-000513,SUP-002,2025-05-03,279707.93,-1
PAY-000514,INV-000514,SUP-002,2025-05-14,317239.34,1
PAY-000515,INV-000515,SUP-002,2025-05-10,218168.34,1
PAY-000516,INV-000516,SUP-002,2025-05-11,323608.01,-3
PAY-000517,INV-000517,SUP-002,2025-05-22,266804.15,6
PAY-000518,INV-000518,SUP-002,2025-05-21,282653.02,0
PAY-000519,INV-000519,SUP-002,2025-05-21,326340.09,-2
PAY-000520,INV-000520,SUP-002,2025-05-31,259297.28,0
PAY-000521,INV-000521,SUP-002,2025-05-30,366320.34,2
PAY-000522,INV-000522,SUP-002,2025-05-30,263623.75,-1
PAY-000523,INV-000523,SUP-002,2025-06-01,308431.74,-1
PAY-000524,INV-000524,SUP-002,2025-06-06,230177.94,-1
PAY-000525,INV-000525,SUP-002,2025-06-10,246365.75,0
PAY-000526,INV-000526,SUP-002,2025-06-14,243626.2,2
PAY-000527,INV-000527,SUP-002,2025-06-15,227249.76,1
PAY-000528,INV-000528,SUP-002,2025-06-20,269211.01,1
PAY-000529,INV-000529,SUP-002,2025-06-21,167522.04,-1
PAY-000530,INV-000530,SUP-002,2025-06-25,279195.44,0
PAY-000531,INV-000531,SUP-002,2025-06-27,207244.4,-1
PAY-000532,INV-000532,SUP-002,2025-06-30,205382.0,1
PAY-000533,INV-000533,SUP-002,2025-07-02,209851.7,-1
PAY-000534,INV-000534,SUP-002,2025-07-06,194768.54,1
PAY-000535,INV-000535,SUP-002,2025-07-07,254179.84,-1
PAY-000536,INV-000536,SUP-002,2025-07-14,176112.49,1
PAY-000537,INV-000537,SUP-002,2025-07-18,236755.84,2
PAY-000538,INV-000538,SUP-002,2025-07-23,186575.16,6
PAY-000539,INV-000539,SUP-002,2025-07-22,216883.01,1
PAY-000540,INV-000540,SUP-002,2025-07-26,223656.61,-1
PAY-000541,INV-000541,SUP-002,2025-07-27,189774.99,-1
PAY-000542,INV-000542,SUP-002,2025-08-03,58653.88,0
PAY-000543,INV-000543,SUP-001,2025-02-13,900827.89,6
PAY-000544,INV-000544,SUP-001,2025-02-14,724959.5,5
PAY-000545,INV-000545,SUP-001,2025-02-18,1260237.66,6
PAY-000546,INV-000546,SUP-001,2025-02-15,689901.22,1
PAY-000547,INV-000547,SUP-001,2025-02-19,1141322.02,2
PAY-000548,INV-000548,SUP-001,2025-02-20,717528.34,0
PAY-000549,INV-000549,SUP-001,2025-02-27,931209.91,2
PAY-000550,INV-000550,SUP-001,2025-02-28,977394.17,0
PAY-000551,INV-000551,SUP-001,2025-02-26,710700.62,-4
PAY-000552,INV-000552,SUP-001,2025-03-07,1192492.49,1
PAY-000553,INV-000553,SUP-001,2025-03-05,748771.28,-4
PAY-000554,INV-000554,SUP-001,2025-03-10,1265607.19,-1
PAY-000555,INV-000555,SUP-001,2025-03-15,857208.46,1
PAY-000556,INV-000556,SUP-001,2025-03-19,958588.2,1
PAY-000557,INV-000557,SUP-001,2025-03-24,951655.96,4
PAY-000558,INV-000558,SUP-001,2025-03-21,778503.13,-3
PAY-000559,INV-000559,SUP-001,2025-03-26,1158945.69,-1
PAY-000560,INV-000560,SUP-001,2025-04-08,787191.36,11
PAY-000561,INV-000561,SUP-001,2025-04-04,1635946.26,2
PAY-000562,INV-000562,SUP-001,2025-04-04,1665878.06,1
PAY-000563,INV-000563,SUP-001,2025-04-07,2184190.42,-1
PAY-000564,INV-000564,SUP-001,2025-04-19,2101184.93,8
PAY-000565,INV-000565,SUP-001,2025-04-10,1523980.7,-3
PAY-000566,INV-000566,SUP-001,2025-04-14,2544369.32,-1
PAY-000567,INV-000567,SUP-001,2025-04-21,1436721.47,1
PAY-000568,INV-000568,SUP-001,2025-04-20,2319573.59,-2
PAY-000569,INV-000569,SUP-001,2025-04-25,1783203.16,1
PAY-000570,INV-000570,SUP-001,2025-04-28,2144024.99,0
PAY-000571,INV-000571,SUP-001,2025-05-04,2072299.83,3
PAY-000572,INV-000572,SUP-001,2025-05-04,1061679.55,1
PAY-000573,INV-000573,SUP-001,2025-05-05,1454729.62,-2
PAY-000574,INV-000574,SUP-001,2025-05-21,833996.32,8
PAY-000575,INV-000575,SUP-001,2025-05-13,1508768.08,0
PAY-000576,INV-000576,SUP-001,2025-05-21,874666.1,0
PAY-000577,INV-000577,SUP-001,2025-05-17,1246339.51,-1
PAY-000578,INV-000578,SUP-001,2025-05-20,1339557.57,-3
PAY-000579,INV-000579,SUP-001,2025-06-01,951682.84,6
PAY-000580,INV-000580,SUP-001,2025-05-30,1645741.9,1
PAY-000581,INV-000581,SUP-001,2025-06-04,850631.54,4
PAY-000582,INV-000582,SUP-001,2025-06-03,1211439.07,-1
PAY-000583,INV-000583,SUP-001,2025-06-06,833120.42,-1
PAY-000584,INV-000584,SUP-001,2025-06-08,1055677.92,-2
PAY-000585,INV-000585,SUP-001,2025-06-13,969416.82,1
PAY-000586,INV-000586,SUP-001,2025-06-16,845780.02,-1
PAY-000587,INV-000587,SUP-001,2025-06-21,1224483.53,-1
PAY-000588,INV-000588,SUP-001,2025-06-21,655869.83,-1
PAY-000589,INV-000589,SUP-001,2025-06-24,1175472.76,1
PAY-000590,INV-000590,SUP-001,2025-06-29,729036.84,1
PAY-000591,INV-000591,SUP-001,2025-07-05,921749.71,0
PAY-000592,INV-000592,SUP-001,2025-07-04,775946.85,1
PAY-000593,INV-000593,SUP-001,2025-07-06,750957.4,-1
PAY-000594,INV-000594,SUP-001,2025-07-11,1062457.99,2
PAY-000595,INV-000595,SUP-001,2025-07-19,627168.72,5
PAY-000596,INV-000596,SUP-001,2025-07-16,1053164.08,1
PAY-000597,INV-000597,SUP-001,2025-07-16,699522.08,-1
PAY-000598,INV-000598,SUP-001,2025-07-19,925407.44,-2
PAY-000599,INV-000599,SUP-001,2025-07-26,858784.62,1
PAY-000600,INV-000600,SUP-001,2025-08-03,737446.97,3
PAY-000601,INV-000601,SUP-001,2025-08-07,1248551.66,9
PAY-000602,INV-000602,SUP-001,2025-08-01,213770.06,-1
PAY-000603,INV-000603,SUP-001,2025-02-04,847833.26,0
PAY-000604,INV-000604,SUP-001,2025-02-04,861615.63,-1
PAY-000605,INV-000605,SUP-001,2025-02-12,610736.38,1
PAY-000606,INV-000606,SUP-001,2025-02-13,1010620.87,1
PAY-000607,INV-000607,SUP-001,2025-02-16,652780.74,0
PAY-000608,INV-000608,SUP-001,2025-02-21,949475.03,2
PAY-000609,INV-000609,SUP-001,2025-02-25,614569.02,-1
PAY-000610,INV-000610,SUP-001,2025-03-21,866693.38,24
PAY-000611,INV-000611,SUP-001,2025-03-02,821432.64,2
PAY-000612,INV-000612,SUP-001,2025-03-02,672419.9,0
PAY-000613,INV-000613,SUP-001,2025-03-11,1039523.79,5
PAY-000614,INV-000614,SUP-001,2025-03-15,644911.21,6
PAY-000615,INV-000615,SUP-001,2025-03-12,1069646.56,0
PAY-000616,INV-000616,SUP-001,2025-03-13,645198.05,0
PAY-000617,INV-000617,SUP-001,2025-03-16,971170.27,0
PAY-000618,INV-000618,SUP-001,2025-03-18,943111.41,-1
PAY-000619,INV-000619,SUP-001,2025-03-24,633666.14,0
PAY-000620,INV-000620,SUP-001,2025-03-28,1091771.97,0
PAY-000621,INV-000621,SUP-001,2025-04-19,636172.97,20
PAY-000622,INV-000622,SUP-001,2025-03-31,1376062.32,0
PAY-000623,INV-000623,SUP-001,2025-04-02,1304192.44,-3
PAY-000624,INV-000624,SUP-001,2025-04-09,1855219.0,-1
PAY-000625,INV-000625,SUP-001,2025-04-19,1874581.18,8
PAY-000626,INV-000626,SUP-001,2025-04-14,1123888.48,0
PAY-000627,INV-000627,SUP-001,2025-04-19,2256478.57,-1
PAY-000628,INV-000628,SUP-001,2025-04-20,1247864.46,0
PAY-000629,INV-000629,SUP-001,2025-04-26,2102115.54,5
PAY-000630,INV-000630,SUP-001,2025-04-30,1570356.43,6
PAY-000631,INV-000631,SUP-001,2025-04-30,1650268.54,2
PAY-000632,INV-000632,SUP-001,2025-05-07,1729988.02,6
PAY-000633,INV-000633,SUP-001,2025-05-06,925360.85,2
PAY-000634,INV-000634,SUP-001,2025-05-11,1154459.98,-1
PAY-000635,INV-000635,SUP-001,2025-05-13,741275.38,2
PAY-000636,INV-000636,SUP-001,2025-05-13,1273237.26,-1
PAY-000637,INV-000637,SUP-001,2025-05-15,835965.24,-1
PAY-000638,INV-000638,SUP-001,2025-05-22,1046928.66,4
PAY-000639,INV-000639,SUP-001,2025-05-22,1166942.05,0
PAY-000640,INV-000640,SUP-001,2025-06-01,870199.5,8
PAY-000641,INV-000641,SUP-001,2025-06-04,1294957.2,8
PAY-000642,INV-000642,SUP-001,2025-05-30,787773.4,-1
PAY-000643,INV-000643,SUP-001,2025-06-22,1200373.18,18
PAY-000644,INV-000644,SUP-001,2025-06-04,689961.28,-1
PAY-000645,INV-000645,SUP-001,2025-06-17,829542.09,7
PAY-000646,INV-000646,SUP-001,2025-06-15,903087.86,3
PAY-000647,INV-000647,SUP-001,2025-06-23,741632.9,7
PAY-000648,INV-000648,SUP-001,2025-06-20,1031099.07,3
PAY-000649,INV-000649,SUP-001,2025-06-22,560991.49,2
PAY-000650,INV-000650,SUP-001,2025-06-29,994064.97,6
PAY-000651,INV-000651,SUP-001,2025-06-25,665461.6,-1
PAY-000652,INV-000652,SUP-001,2025-06-30,720843.29,0
PAY-000653,INV-000653,SUP-001,2025-07-03,767216.47,-1
PAY-000654,INV-000654,SUP-001,2025-07-07,592939.43,2
PAY-000655,INV-000655,SUP-001,2025-07-11,1006651.58,0
PAY-000656,INV-000656,SUP-001,2025-07-12,588586.64,0
PAY-000657,INV-000657,SUP-001,2025-07-18,1000640.72,2
PAY-000658,INV-000658,SUP-001,2025-07-27,606034.48,8
PAY-000659,INV-000659,SUP-001,2025-07-19,842192.64,-3
PAY-000660,INV-000660,SUP-001,2025-07-29,819208.17,3
PAY-000661,INV-000661,SUP-001,2025-07-28,651582.8,1
PAY-000662,INV-000662,SUP-001,2025-07-31,997274.23,0
PAY-000663,INV-000663,SUP-001,2025-08-04,169300.87,1
PAY-000664,INV-000664,SUP-001,2025-02-02,449459.84,-2
PAY-000665,INV-000665,SUP-001,2025-02-08,464003.12,1
PAY-000666,INV-000666,SUP-001,2025-02-07,345080.77,-1
PAY-000667,INV-000667,SUP-001,2025-02-14,458048.71,1
PAY-000668,INV-000668,SUP-001,2025-02-22,319837.92,5
PAY-000669,INV-000669,SUP-001,2025-02-20,532665.29,0
PAY-000670,INV-000670,SUP-001,2025-02-26,434789.17,1
PAY-000671,INV-000671,SUP-001,2025-03-02,436137.02,2
PAY-000672,INV-000672,SUP-001,2025-02-28,391854.7,-1
PAY-000673,INV-000673,SUP-001,2025-03-06,523148.35,-1
PAY-000674,INV-000674,SUP-001,2025-03-09,378347.61,0
PAY-000675,INV-000675,SUP-001,2025-03-10,551675.02,-1
PAY-000676,INV-000676,SUP-001,2025-03-17,336967.66,2
PAY-000677,INV-000677,SUP-001,2025-03-18,458221.69,2
PAY-000678,INV-000678,SUP-001,2025-03-19,468327.97,0
PAY-000679,INV-000679,SUP-001,2025-03-31,395028.45,9
PAY-000680,INV-000680,SUP-001,2025-03-31,533609.47,-1
PAY-000681,INV-000681,SUP-001,2025-04-02,337405.56,5
PAY-000682,INV-000682,SUP-001,2025-04-22,617407.85,20
PAY-000683,INV-000683,SUP-001,2025-04-07,738160.04,1
PAY-000684,INV-000684,SUP-001,2025-04-09,779210.64,2
PAY-000685,INV-000685,SUP-001,2025-04-10,795609.71,0
PAY-000686,INV-000686,SUP-001,2025-04-19,616085.38,5
PAY-000687,INV-000687,SUP-001,2025-04-20,1029894.98,2
PAY-000688,INV-000688,SUP-001,2025-04-23,600222.6,5
PAY-000689,INV-000689,SUP-001,2025-04-22,920996.02,0
PAY-000690,INV-000690,SUP-001,2025-05-01,662867.57,4
PAY-000691,INV-000691,SUP-001,2025-04-30,751197.47,-1
PAY-000692,INV-000692,SUP-001,2025-05-04,528884.01,1
PAY-000693,INV-000693,SUP-001,2025-05-10,560429.61,0
PAY-000694,INV-000694,SUP-001,2025-05-10,345440.39,1
PAY-000695,INV-000695,SUP-001,2025-05-18,637992.42,2
PAY-000696,INV-000696,SUP-001,2025-05-16,445398.72,-1
PAY-000697,INV-000697,SUP-001,2025-05-19,529116.35,-1
PAY-000698,INV-000698,SUP-001,2025-05-26,516806.68,5
PAY-000699,INV-000699,SUP-001,2025-05-26,448856.87,2
PAY-000700,INV-000700,SUP-001,2025-06-03,698695.53,1
PAY-000701,INV-000701,SUP-001,2025-06-09,429404.84,6
PAY-000702,INV-000702,SUP-001,2025-06-02,549111.61,-1
PAY-000703,INV-000703,SUP-001,2025-06-08,394761.4,0
PAY-000704,INV-000704,SUP-001,2025-06-10,449711.84,-1
PAY-000705,INV-000705,SUP-001,2025-06-09,443846.95,-3
PAY-000706,INV-000706,SUP-001,2025-06-17,380365.7,1
PAY-000707,INV-000707,SUP-001,2025-06-16,467966.46,-1
PAY-000708,INV-000708,SUP-001,2025-06-23,301162.81,1
PAY-000709,INV-000709,SUP-001,2025-06-25,487642.68,0
PAY-000710,INV-000710,SUP-001,2025-06-27,330096.43,-1
PAY-000711,INV-000711,SUP-001,2025-07-01,391873.97,1
PAY-000712,INV-000712,SUP-001,2025-07-06,427450.95,2
PAY-000713,INV-000713,SUP-001,2025-07-09,315408.88,2
PAY-000714,INV-000714,SUP-001,2025-07-10,448040.34,1
PAY-000715,INV-000715,SUP-001,2025-07-11,294861.68,0
PAY-000716,INV-000716,SUP-001,2025-07-13,435305.57,-1
PAY-000717,INV-000717,SUP-001,2025-07-21,339293.61,2
PAY-000718,INV-000718,SUP-001,2025-07-23,411873.4,2
PAY-000719,INV-000719,SUP-001,2025-07-22,414777.51,-2
PAY-000720,INV-000720,SUP-001,2025-07-31,339103.15,3
PAY-000721,INV-000721,SUP-001,2025-07-27,521537.51,-3
PAY-000722,INV-000722,SUP-001,2025-08-03,99507.32,0
PAY-000723,INV-000723,SUP-001,2025-02-03,384232.48,1
PAY-000724,INV-000724,SUP-001,2025-02-10,362429.59,4
PAY-000725,INV-000725,SUP-001,2025-02-10,308764.86,-1
PAY-000726,INV-000726,SUP-001,2025-02-11,402523.15,0
PAY-000727,INV-000727,SUP-001,2025-02-18,336453.0,2
PAY-000728,INV-000728,SUP-001,2025-02-18,390499.09,1
PAY-000729,INV-000729,SUP-001,2025-02-22,294906.15,2
PAY-000730,INV-000730,SUP-001,2025-02-23,399653.58,0
PAY-000731,INV-000731,SUP-001,2025-03-03,309923.36,-1
PAY-000732,INV-000732,SUP-001,2025-03-02,326619.83,0
PAY-000733,INV-000733,SUP-001,2025-03-07,362887.24,2
PAY-000734,INV-000734,SUP-001,2025-03-07,333663.46,-1
PAY-000735,INV-000735,SUP-001,2025-03-10,412290.33,-1
PAY-000736,INV-000736,SUP-001,2025-03-14,293769.97,0
PAY-000737,INV-000737,SUP-001,2025-03-16,431339.98,0
PAY-000738,INV-000738,SUP-001,2025-03-19,351909.95,-1
PAY-000739,INV-000739,SUP-001,2025-04-01,374775.06,9
PAY-000740,INV-000740,SUP-001,2025-03-27,362903.98,2
PAY-000741,INV-000741,SUP-001,2025-03-31,321842.49,2
PAY-000742,INV-000742,SUP-001,2025-04-05,454315.46,2
PAY-000743,INV-000743,SUP-001,2025-04-25,496969.05,15
PAY-000744,INV-000744,SUP-001,2025-04-07,610641.23,1
PAY-000745,INV-000745,SUP-001,2025-04-11,533907.06,1
PAY-000746,INV-000746,SUP-001,2025-04-13,503533.0,0
PAY-000747,INV-000747,SUP-001,2025-04-16,637746.6,-1
PAY-000748,INV-000748,SUP-001,2025-04-21,461501.31,-2
PAY-000749,INV-000749,SUP-001,2025-04-22,581407.62,0
PAY-000750,INV-000750,SUP-001,2025-04-25,503737.74,1
PAY-000751,INV-000751,SUP-001,2025-04-29,631664.68,1
PAY-000752,INV-000752,SUP-001,2025-05-07,564061.12,5
PAY-000753,INV-000753,SUP-001,2025-05-02,470426.93,-2
PAY-000754,INV-000754,SUP-001,2025-05-16,416500.1,9
PAY-000755,INV-000755,SUP-001,2025-05-13,350340.09,4
PAY-000756,INV-000756,SUP-001,2025-05-24,500550.79,8
PAY-000757,INV-000757,SUP-001,2025-05-19,352972.57,2
PAY-000758,INV-000758,SUP-001,2025-06-04,454329.17,16
PAY-000759,INV-000759,SUP-001,2025-05-22,432428.46,1
PAY-000760,INV-000760,SUP-001,2025-05-26,431082.72,-1
PAY-000761,INV-000761,SUP-001,2025-06-07,500255.32,9
PAY-000762,INV-000762,SUP-001,2025-06-14,397524.72,12
PAY-000763,INV-000763,SUP-001,2025-06-05,410700.75,1
PAY-000764,INV-000764,SUP-001,2025-06-04,296879.5,-3
PAY-000765,INV-000765,SUP-001,2025-06-09,408032.16,-1
PAY-000766,INV-000766,SUP-001,2025-06-18,295872.53,3
PAY-000767,INV-000767,SUP-001,2025-06-16,381513.63,2
PAY-000768,INV-000768,SUP-001,2025-06-18,357677.19,1
PAY-000769,INV-000769,SUP-001,2025-07-05,310333.27,9
PAY-000770,INV-000770,SUP-001,2025-07-02,358858.06,7
PAY-000771,INV-000771,SUP-001,2025-06-28,259757.41,0
PAY-000772,INV-000772,SUP-001,2025-07-19,356110.29,19
PAY-000773,INV-000773,SUP-001,2025-07-09,346209.74,5
PAY-000774,INV-000774,SUP-001,2025-07-05,294076.55,-1
PAY-000775,INV-000775,SUP-001,2025-07-10,324577.46,2
PAY-000776,INV-000776,SUP-001,2025-07-13,277208.02,-1
PAY-000777,INV-000777,SUP-001,2025-07-21,343986.17,5
PAY-000778,INV-000778,SUP-001,2025-07-15,249680.76,-4
PAY-000779,INV-000779,SUP-001,2025-07-22,328631.21,1
PAY-000780,INV-000780,SUP-001,2025-07-23,315805.38,-1
PAY-000781,INV-000781,SUP-001,2025-07-26,310768.71,-1
PAY-000782,INV-000782,SUP-001,2025-07-29,339359.91,-2
PAY-000783,INV-000783,SUP-001,2025-07-31,78669.18,-1
PAY-000784,INV-000784,SUP-001,2025-02-05,391123.91,2
PAY-000785,INV-000785,SUP-001,2025-02-09,395570.9,2
PAY-000786,INV-000786,SUP-001,2025-02-07,318091.58,-4
PAY-000787,INV-000787,SUP-001,2025-02-13,463923.19,0
PAY-000788,INV-000788,SUP-001,2025-02-21,287317.75,7
PAY-000789,INV-000789,SUP-001,2025-02-19,479905.31,-1
PAY-000790,INV-000790,SUP-001,2025-02-22,291050.72,2
PAY-000791,INV-000791,SUP-001,2025-02-22,379658.51,-1
PAY-000792,INV-000792,SUP-001,2025-02-27,453265.03,1
PAY-000793,INV-000793,SUP-001,2025-03-04,281135.5,1
PAY-000794,INV-000794,SUP-001,2025-03-06,486006.64,1
PAY-000795,INV-000795,SUP-001,2025-03-25,338582.79,15
PAY-000796,INV-000796,SUP-001,2025-03-12,509846.03,1
PAY-000797,INV-000797,SUP-001,2025-03-15,328876.28,0
PAY-000798,INV-000798,SUP-001,2025-03-22,398869.61,0
PAY-000799,INV-000799,SUP-001,2025-03-25,452472.87,4
PAY-000800,INV-000800,SUP-001,2025-03-26,354666.31,2
PAY-000801,INV-000801,SUP-001,2025-04-01,448994.25,2
PAY-000802,INV-000802,SUP-001,2025-03-30,274375.09,2
PAY-000803,INV-000803,SUP-001,2025-03-31,622991.17,0
PAY-000804,INV-000804,SUP-001,2025-04-15,718853.7,8
PAY-000805,INV-000805,SUP-001,2025-04-12,768334.85,4
PAY-000806,INV-000806,SUP-001,2025-04-08,837022.6,-2
PAY-000807,INV-000807,SUP-001,2025-04-12,641749.81,-1
PAY-000808,INV-000808,SUP-001,2025-04-24,949458.75,9
PAY-000809,INV-000809,SUP-001,2025-04-23,631795.37,2
PAY-000810,INV-000810,SUP-001,2025-04-20,1077543.02,-1
PAY-000811,INV-000811,SUP-001,2025-04-26,693536.23,1
PAY-000812,INV-000812,SUP-001,2025-04-29,804511.16,0
PAY-000813,INV-000813,SUP-001,2025-05-02,677338.87,0
PAY-000814,INV-000814,SUP-001,2025-05-29,469843.42,22
PAY-000815,INV-000815,SUP-001,2025-05-10,516457.25,4
PAY-000816,INV-000816,SUP-001,2025-05-13,317985.56,1
PAY-000817,INV-000817,SUP-001,2025-05-17,620628.36,0
PAY-000818,INV-000818,SUP-001,2025-05-16,398825.73,-1
PAY-000819,INV-000819,SUP-001,2025-05-18,493238.47,0
PAY-000820,INV-000820,SUP-001,2025-05-30,561048.35,8
PAY-000821,INV-000821,SUP-001,2025-05-26,386833.96,1
PAY-000822,INV-000822,SUP-001,2025-06-05,650721.36,7
PAY-000823,INV-000823,SUP-001,2025-05-30,404728.23,-1
PAY-000824,INV-000824,SUP-001,2025-05-30,561511.37,-4
PAY-000825,INV-000825,SUP-001,2025-06-13,328649.62,2
