delivery_id,po_id,delivery_date,supplier_id,destination_node,ingredient_id,ordered_qty,delivered_qty,quality_pass_qty,status,delay_days
DEL-000520,PO-000526,2025-04-29,SUP-002,DIRECT-Federal,ING-003,451.47,451.47,451.47,very_late,5
DEL-000521,PO-000527,2025-04-27,SUP-002,DIRECT-Federal,ING-003,618.21,618.21,618.21,on_time,0
DEL-000522,PO-000528,2025-04-30,SUP-002,DIRECT-Federal,ING-003,433.15,433.15,433.15,on_time,0
DEL-000523,PO-000529,2025-05-03,SUP-002,DIRECT-Federal,ING-003,592.17,592.17,592.17,on_time,0
DEL-000524,PO-000530,2025-05-06,SUP-002,DIRECT-Federal,ING-003,455.05,455.05,455.05,on_time,0
DEL-000525,PO-000531,2025-05-09,SUP-002,DIRECT-Federal,ING-003,502.07,502.07,502.07,on_time,0
DEL-000526,PO-000532,2025-05-13,SUP-002,DIRECT-Federal,ING-003,480.08,480.08,480.08,late,1
DEL-000527,PO-000533,2025-05-15,SUP-002,DIRECT-Federal,ING-003,449.59,449.59,449.59,on_time,0
DEL-000528,PO-000534,2025-05-18,SUP-002,DIRECT-Federal,ING-003,544.73,544.73,544.73,on_time,0
DEL-000529,PO-000535,2025-05-22,SUP-002,DIRECT-Federal,ING-003,338.36,338.36,338.36,on_time,0
DEL-000530,PO-000536,2025-05-26,SUP-002,DIRECT-Federal,ING-003,525.98,525.98,525.98,late,2
DEL-000531,PO-000537,2025-05-27,SUP-002,DIRECT-Federal,ING-003,392.33,392.33,392.33,on_time,0
DEL-000532,PO-000538,2025-05-30,SUP-002,DIRECT-Federal,ING-003,420.09,420.09,420.09,on_time,0
DEL-000533,PO-000539,2025-06-02,SUP-002,DIRECT-Federal,ING-003,424.32,424.32,424.32,on_time,0
DEL-000534,PO-000540,2025-06-05,SUP-002,DIRECT-Federal,ING-003,383.38,383.38,383.38,on_time,0
DEL-000535,PO-000541,2025-06-08,SUP-002,DIRECT-Federal,ING-003,497.29,497.29,497.29,on_time,0
DEL-000536,PO-000542,2025-06-11,SUP-002,DIRECT-Federal,ING-003,362.64,362.64,362.64,on_time,0
DEL-000537,PO-000543,2025-06-15,SUP-002,DIRECT-Federal,ING-003,482.85,482.85,482.85,late,1
DEL-000538,PO-000544,2025-06-17,SUP-002,DIRECT-Federal,ING-003,387.23,387.23,387.23,on_time,0
DEL-000539,PO-000545,2025-06-20,SUP-002,DIRECT-Federal,ING-003,438.99,438.99,438.99,on_time,0
DEL-000540,PO-000546,2025-06-25,SUP-002,DIRECT-Federal,ING-003,450.53,450.53,450.53,on_time,0
DEL-000541,PO-000547,2025-06-26,SUP-002,DIRECT-Federal,ING-003,388.35,388.35,388.35,on_time,0
DEL-000542,PO-000549,2025-07-02,SUP-002,DIRECT-Federal,ING-003,122.91,122.91,122.91,on_time,0
DEL-000543,PO-000551,2025-01-08,SUP-001,DIRECT-Federal,ING-004,1858.22,1858.22,1858.22,late,2
DEL-000544,PO-000552,2025-01-09,SUP-001,DIRECT-Federal,ING-004,1403.41,1403.41,1403.41,on_time,0
DEL-000545,PO-000553,2025-01-12,SUP-001,DIRECT-Federal,ING-004,2432.14,2432.14,2432.14,on_time,0
DEL-000546,PO-000554,2025-01-15,SUP-001,DIRECT-Federal,ING-004,1400.9,1400.9,1400.9,on_time,0
DEL-000547,PO-000555,2025-01-18,SUP-001,DIRECT-Federal,ING-004,2170.02,2170.02,2170.02,on_time,0
DEL-000548,PO-000556,2025-01-21,SUP-001,DIRECT-Federal,ING-004,1415.02,1415.02,1415.02,on_time,0
DEL-000549,PO-000557,2025-01-24,SUP-001,DIRECT-Federal,ING-004,1906.42,1906.42,1906.42,on_time,0
DEL-000550,PO-000558,2025-01-27,SUP-001,DIRECT-Federal,ING-004,1989.89,1989.89,1989.89,on_time,0
DEL-000551,PO-000559,2025-01-30,SUP-001,DIRECT-Federal,ING-004,1445.63,1445.63,1445.63,on_time,0
DEL-000552,PO-000560,2025-02-03,SUP-001,DIRECT-Federal,ING-004,2393.65,2393.65,2393.65,late,1
DEL-000553,PO-000561,2025-02-05,SUP-001,DIRECT-Federal,ING-004,1422.6,1422.6,1422.6,on_time,0
DEL-000554,PO-000562,2025-02-08,SUP-001,DIRECT-Federal,ING-004,2326.27,2326.27,2326.27,on_time,0
DEL-000555,PO-000563,2025-02-12,SUP-001,DIRECT-Federal,ING-004,1599.18,1599.18,1599.18,late,1
DEL-000556,PO-000564,2025-02-16,SUP-001,DIRECT-Federal,ING-004,2024.55,2024.55,1830.24,late,2
DEL-000557,PO-000565,2025-02-17,SUP-001,DIRECT-Federal,ING-004,1818.81,1818.81,1818.81,on_time,0
DEL-000558,PO-000566,2025-02-21,SUP-001,DIRECT-Federal,ING-004,1460.99,1460.99,1460.99,late,1
DEL-000559,PO-000567,2025-02-23,SUP-001,DIRECT-Federal,ING-004,2460.41,2460.41,2202.9,on_time,0
DEL-000560,PO-000568,2025-02-26,SUP-001,DIRECT-Federal,ING-004,1460.9,1460.9,1460.9,on_time,0
DEL-000561,PO-000569,2025-03-01,SUP-001,DIRECT-Federal,ING-004,3098.97,3098.97,3098.97,on_time,0
DEL-000562,PO-000570,2025-03-04,SUP-001,DIRECT-Federal,ING-004,2889.19,2889.19,2889.19,on_time,0
DEL-000563,PO-000571,2025-03-07,SUP-001,DIRECT-Federal,ING-004,3726.27,3726.27,3726.27,on_time,0
DEL-000564,PO-000572,2025-03-10,SUP-001,DIRECT-Federal,ING-004,3473.32,3473.32,3473.32,on_time,0
DEL-000565,PO-000573,2025-03-13,SUP-001,DIRECT-Federal,ING-004,2547.27,2547.27,2547.27,on_time,0
DEL-000566,PO-000574,2025-03-16,SUP-001,DIRECT-Federal,ING-004,4401.49,4401.49,4401.49,on_time,0
DEL-000567,PO-000575,2025-03-19,SUP-001,DIRECT-Federal,ING-004,2342.99,2342.99,2342.99,on_time,0
DEL-000568,PO-000576,2025-03-23,SUP-001,DIRECT-Federal,ING-004,3947.74,3947.74,3947.74,late,1
DEL-000569,PO-000577,2025-03-25,SUP-001,DIRECT-Federal,ING-004,2984.94,2984.94,2984.94,on_time,0
DEL-000570,PO-000578,2025-03-28,SUP-001,DIRECT-Federal,ING-004,3487.07,3487.07,3487.07,on_time,0
DEL-000571,PO-000579,2025-03-31,SUP-001,DIRECT-Federal,ING-004,3339.08,3339.08,3339.08,on_time,0
DEL-000572,PO-000580,2025-04-03,SUP-001,DIRECT-Federal,ING-004,1982.78,1982.78,1982.78,on_time,0
DEL-000573,PO-000581,2025-04-06,SUP-001,DIRECT-Federal,ING-004,2491.53,2491.53,2491.53,on_time,0
DEL-000574,PO-000582,2025-04-11,SUP-001,DIRECT-Federal,ING-004,1443.05,1443.05,1443.05,on_time,0
DEL-000575,PO-000583,2025-04-12,SUP-001,DIRECT-Federal,ING-004,2588.56,2588.56,2588.56,on_time,0
DEL-000576,PO-000584,2025-04-19,SUP-001,DIRECT-Federal,ING-004,1595.0,1595.0,1595.0,very_late,4
DEL-000577,PO-000585,2025-04-18,SUP-001,DIRECT-Federal,ING-004,2245.05,2245.05,2245.05,on_time,0
DEL-000578,PO-000586,2025-04-21,SUP-001,DIRECT-Federal,ING-004,2410.36,2410.36,2410.36,on_time,0
DEL-000579,PO-000587,2025-04-24,SUP-001,DIRECT-Federal,ING-004,1680.32,1680.32,1680.32,on_time,0
DEL-000580,PO-000588,2025-04-27,SUP-001,DIRECT-Federal,ING-004,2905.31,2905.31,2905.31,on_time,0
DEL-000581,PO-000589,2025-04-30,SUP-001,DIRECT-Federal,ING-004,1692.46,1462.32,1462.32,on_time,0
DEL-000582,PO-000590,2025-05-03,SUP-001,DIRECT-Federal,ING-004,2819.58,2464.98,2464.98,on_time,0
DEL-000583,PO-000591,2025-05-07,SUP-001,DIRECT-Federal,ING-004,1790.04,1790.04,1790.04,on_time,0
DEL-000584,PO-000592,2025-05-11,SUP-001,DIRECT-Federal,ING-004,2264.14,2264.14,2264.14,on_time,0
DEL-000585,PO-000593,2025-05-12,SUP-001,DIRECT-Federal,ING-004,2200.0,2002.1,2002.1,on_time,0
DEL-000586,PO-000594,2025-05-16,SUP-001,DIRECT-Federal,ING-004,1696.65,1696.65,1696.65,late,1
DEL-000587,PO-000595,2025-05-22,SUP-001,DIRECT-Federal,ING-004,2539.0,2539.0,2539.0,late,2
DEL-000588,PO-000596,2025-05-23,SUP-001,DIRECT-Federal,ING-004,1343.5,1343.5,1343.5,on_time,0
DEL-000589,PO-000597,2025-05-24,SUP-001,DIRECT-Federal,ING-004,2443.15,2443.15,2443.15,on_time,0
DEL-000590,PO-000598,2025-05-27,SUP-001,DIRECT-Federal,ING-004,1517.12,1517.12,1517.12,on_time,0
DEL-000591,PO-000599,2025-06-04,SUP-001,DIRECT-Federal,ING-004,1867.44,1867.44,1867.44,very_late,5
DEL-000592,PO-000600,2025-06-03,SUP-001,DIRECT-Federal,ING-004,1874.45,1668.38,1668.38,late,1
DEL-000593,PO-000601,2025-06-05,SUP-001,DIRECT-Federal,ING-004,1534.79,1534.79,1534.79,on_time,0
DEL-000594,PO-000602,2025-06-08,SUP-001,DIRECT-Federal,ING-004,2540.35,2188.92,2188.92,on_time,0
DEL-000595,PO-000603,2025-06-13,SUP-001,DIRECT-Federal,ING-004,1375.37,1375.37,1375.37,late,2
DEL-000596,PO-000604,2025-06-15,SUP-001,DIRECT-Federal,ING-004,2268.87,2268.87,2268.87,on_time,0
DEL-000597,PO-000605,2025-06-17,SUP-001,DIRECT-Federal,ING-004,1495.76,1495.76,1495.76,on_time,0
DEL-000598,PO-000606,2025-06-20,SUP-001,DIRECT-Federal,ING-004,2016.27,2016.27,2016.27,on_time,0
DEL-000599,PO-000607,2025-06-25,SUP-001,DIRECT-Federal,ING-004,1898.37,1898.37,1898.37,on_time,0
DEL-000600,PO-000608,2025-06-30,SUP-001,DIRECT-Federal,ING-004,1559.81,1559.81,1559.81,very_late,4
DEL-000601,PO-000609,2025-06-29,SUP-001,DIRECT-Federal,ING-004,2641.04,2641.04,2641.04,on_time,0
DEL-000602,PO-000610,2025-07-02,SUP-001,DIRECT-Federal,ING-004,467.4,467.4,467.4,on_time,0
DEL-000603,PO-000611,2025-01-03,SUP-001,DIRECT-Federal,ING-005,1790.68,1790.68,1790.68,on_time,0
DEL-000604,PO-000612,2025-01-06,SUP-001,DIRECT-Federal,ING-005,1697.33,1697.33,1697.33,on_time,0
DEL-000605,PO-000613,2025-01-11,SUP-001,DIRECT-Federal,ING-005,1296.46,1296.46,1296.46,late,2
DEL-000606,PO-000614,2025-01-12,SUP-001,DIRECT-Federal,ING-005,2046.91,2046.91,2046.91,on_time,0
DEL-000607,PO-000615,2025-01-16,SUP-001,DIRECT-Federal,ING-005,1288.4,1288.4,1288.4,late,1
DEL-000608,PO-000616,2025-01-18,SUP-001,DIRECT-Federal,ING-005,1862.3,1862.3,1862.3,on_time,0
DEL-000609,PO-000617,2025-01-26,SUP-001,DIRECT-Federal,ING-005,1276.39,1276.39,1276.39,very_late,5
DEL-000610,PO-000618,2025-01-25,SUP-001,DIRECT-Federal,ING-005,1678.89,1678.89,1678.89,late,1
DEL-000611,PO-000619,2025-01-27,SUP-001,DIRECT-Federal,ING-005,1720.53,1720.53,1720.53,on_time,0
DEL-000612,PO-000620,2025-01-30,SUP-001,DIRECT-Federal,ING-005,1322.88,1322.88,1322.88,on_time,0
DEL-000613,PO-000621,2025-02-02,SUP-001,DIRECT-Federal,ING-005,2087.02,2087.02,2087.02,on_time,0
DEL-000614,PO-000622,2025-02-05,SUP-001,DIRECT-Federal,ING-005,1276.42,1276.42,1276.42,on_time,0
DEL-000615,PO-000623,2025-02-08,SUP-001,DIRECT-Federal,ING-005,2088.46,2088.46,2088.46,on_time,0
DEL-000616,PO-000624,2025-02-11,SUP-001,DIRECT-Federal,ING-005,1393.06,1203.84,1203.84,on_time,0
DEL-000617,PO-000625,2025-02-14,SUP-001,DIRECT-Federal,ING-005,1810.77,1810.77,1810.77,on_time,0
DEL-000618,PO-000626,2025-02-17,SUP-001,DIRECT-Federal,ING-005,1728.64,1728.64,1728.64,on_time,0
DEL-000619,PO-000627,2025-02-20,SUP-001,DIRECT-Federal,ING-005,1238.5,1238.5,1238.5,on_time,0
DEL-000620,PO-000628,2025-02-25,SUP-001,DIRECT-Federal,ING-005,2012.52,2012.52,2012.52,late,2
DEL-000621,PO-000629,2025-02-26,SUP-001,DIRECT-Federal,ING-005,1180.7,1180.7,1180.7,on_time,0
DEL-000622,PO-000630,2025-03-01,SUP-001,DIRECT-Federal,ING-005,2589.65,2589.65,2589.65,on_time,0
DEL-000623,PO-000631,2025-03-06,SUP-001,DIRECT-Federal,ING-005,2504.45,2284.69,2284.69,late,1
DEL-000624,PO-000632,2025-03-09,SUP-001,DIRECT-Federal,ING-005,3042.39,3042.39,3042.39,on_time,0
DEL-000625,PO-000633,2025-03-10,SUP-001,DIRECT-Federal,ING-005,3241.93,3241.93,3241.93,on_time,0
DEL-000626,PO-000634,2025-03-14,SUP-001,DIRECT-Federal,ING-005,2221.3,1964.84,1964.84,late,1
DEL-000627,PO-000635,2025-03-20,SUP-001,DIRECT-Federal,ING-005,3996.88,3996.88,3996.88,late,2
DEL-000628,PO-000636,2025-03-21,SUP-001,DIRECT-Federal,ING-005,2076.59,2076.59,2076.59,on_time,0
DEL-000629,PO-000637,2025-03-22,SUP-001,DIRECT-Federal,ING-005,3632.73,3632.73,3632.73,on_time,0
DEL-000630,PO-000638,2025-03-25,SUP-001,DIRECT-Federal,ING-005,2605.19,2605.19,2605.19,on_time,0
DEL-000631,PO-000639,2025-03-28,SUP-001,DIRECT-Federal,ING-005,2937.78,2937.78,2937.78,on_time,0
DEL-000632,PO-000640,2025-04-01,SUP-001,DIRECT-Federal,ING-005,3098.56,3098.56,3098.56,on_time,0
DEL-000633,PO-000641,2025-04-03,SUP-001,DIRECT-Federal,ING-005,1683.27,1683.27,1683.27,on_time,0
DEL-000634,PO-000642,2025-04-11,SUP-001,DIRECT-Federal,ING-005,2186.85,2186.85,2186.85,very_late,5
DEL-000635,PO-000643,2025-04-11,SUP-001,DIRECT-Federal,ING-005,1340.68,1340.68,1340.68,on_time,0
DEL-000636,PO-000644,2025-04-12,SUP-001,DIRECT-Federal,ING-005,2260.84,2260.84,2260.84,on_time,0
DEL-000637,PO-000645,2025-04-15,SUP-001,DIRECT-Federal,ING-005,1465.68,1465.68,1465.68,on_time,0
DEL-000638,PO-000646,2025-04-18,SUP-001,DIRECT-Federal,ING-005,2120.87,1859.95,1859.95,on_time,0
DEL-000639,PO-000647,2025-04-21,SUP-001,DIRECT-Federal,ING-005,2127.36,2127.36,2127.36,on_time,0
DEL-000640,PO-000648,2025-04-24,SUP-001,DIRECT-Federal,ING-005,1608.71,1608.71,1608.71,on_time,0
DEL-000641,PO-000649,2025-04-27,SUP-001,DIRECT-Federal,ING-005,2472.0,2472.0,2472.0,on_time,0
DEL-000642,PO-000650,2025-04-30,SUP-001,DIRECT-Federal,ING-005,1378.6,1378.6,1378.6,on_time,0
DEL-000643,PO-000651,2025-05-03,SUP-001,DIRECT-Federal,ING-005,2479.7,2479.7,2479.7,on_time,0
DEL-000644,PO-000652,2025-05-06,SUP-001,DIRECT-Federal,ING-005,1447.37,1447.37,1447.37,on_time,0
DEL-000645,PO-000653,2025-05-09,SUP-001,DIRECT-Federal,ING-005,1794.07,1794.07,1794.07,on_time,0
DEL-000646,PO-000654,2025-05-12,SUP-001,DIRECT-Federal,ING-005,2020.15,2020.15,2020.15,on_time,0
DEL-000647,PO-000655,2025-05-15,SUP-001,DIRECT-Federal,ING-005,1514.0,1514.0,1514.0,on_time,0
DEL-000648,PO-000656,2025-05-18,SUP-001,DIRECT-Federal,ING-005,2189.17,2189.17,2189.17,on_time,0
DEL-000649,PO-000657,2025-05-21,SUP-001,DIRECT-Federal,ING-005,1170.83,1170.83,1170.83,on_time,0
DEL-000650,PO-000658,2025-05-24,SUP-001,DIRECT-Federal,ING-005,2202.67,2202.67,2202.67,on_time,0
DEL-000651,PO-000659,2025-05-27,SUP-001,DIRECT-Federal,ING-005,1437.81,1437.81,1437.81,on_time,0
DEL-000652,PO-000660,2025-05-30,SUP-001,DIRECT-Federal,ING-005,1570.67,1570.67,1570.67,on_time,0
DEL-000653,PO-000661,2025-06-04,SUP-001,DIRECT-Federal,ING-005,1691.73,1691.73,1691.73,late,2
DEL-000654,PO-000662,2025-06-05,SUP-001,DIRECT-Federal,ING-005,1241.42,1241.42,1241.42,on_time,0
DEL-000655,PO-000663,2025-06-11,SUP-001,DIRECT-Federal,ING-005,2269.38,2269.38,2269.38,very_late,3
DEL-000656,PO-000664,2025-06-11,SUP-001,DIRECT-Federal,ING-005,1281.04,1281.04,1281.04,on_time,0
DEL-000657,PO-000665,2025-06-14,SUP-001,DIRECT-Federal,ING-005,2111.19,2111.19,2111.19,on_time,0
DEL-000658,PO-000666,2025-06-17,SUP-001,DIRECT-Federal,ING-005,1312.53,1312.53,1312.53,on_time,0
DEL-000659,PO-000667,2025-06-21,SUP-001,DIRECT-Federal,ING-005,1779.18,1779.18,1779.18,late,1
DEL-000660,PO-000668,2025-06-24,SUP-001,DIRECT-Federal,ING-005,1815.46,1815.46,1815.46,late,1
DEL-000661,PO-000669,2025-06-26,SUP-001,DIRECT-Federal,ING-005,1466.01,1466.01,1466.01,on_time,0
DEL-000662,PO-000670,2025-06-29,SUP-001,DIRECT-Federal,ING-005,2336.05,2201.78,2201.78,on_time,0
DEL-000663,PO-000671,2025-07-03,SUP-001,DIRECT-Federal,ING-005,377.87,377.87,377.87,on_time,0
DEL-000664,PO-000672,2025-01-03,SUP-001,DIRECT-Federal,ING-006,628.58,628.58,628.58,on_time,0
DEL-000665,PO-000673,2025-01-06,SUP-001,DIRECT-Federal,ING-006,650.42,650.42,650.42,on_time,0
DEL-000666,PO-000674,2025-01-09,SUP-001,DIRECT-Federal,ING-006,515.6,515.6,515.6,on_time,0
DEL-000667,PO-000675,2025-01-12,SUP-001,DIRECT-Federal,ING-006,794.65,684.82,684.82,on_time,0
DEL-000668,PO-000676,2025-01-17,SUP-001,DIRECT-Federal,ING-006,468.73,468.73,468.73,on_time,0
DEL-000669,PO-000677,2025-01-20,SUP-001,DIRECT-Federal,ING-006,766.8,766.8,766.8,on_time,0
DEL-000670,PO-000679,2025-01-25,SUP-001,DIRECT-Federal,ING-006,606.13,606.13,606.13,late,1
DEL-000671,PO-000680,2025-01-27,SUP-001,DIRECT-Federal,ING-006,664.61,664.61,664.61,on_time,0
DEL-000672,PO-000681,2025-01-30,SUP-001,DIRECT-Federal,ING-006,541.52,541.52,541.52,on_time,0
DEL-000673,PO-000682,2025-02-04,SUP-001,DIRECT-Federal,ING-006,723.56,723.56,723.56,late,2
DEL-000674,PO-000683,2025-02-06,SUP-001,DIRECT-Federal,ING-006,535.63,535.63,535.63,late,1
DEL-000675,PO-000684,2025-02-08,SUP-001,DIRECT-Federal,ING-006,753.5,753.5,753.5,on_time,0
DEL-000676,PO-000685,2025-02-11,SUP-001,DIRECT-Federal,ING-006,483.85,483.85,483.85,on_time,0
DEL-000677,PO-000686,2025-02-14,SUP-001,DIRECT-Federal,ING-006,658.62,658.62,658.62,on_time,0
DEL-000678,PO-000687,2025-02-17,SUP-001,DIRECT-Federal,ING-006,656.51,656.51,656.51,on_time,0
DEL-000679,PO-000688,2025-02-20,SUP-001,DIRECT-Federal,ING-006,541.84,541.84,541.84,on_time,0
DEL-000680,PO-000689,2025-02-28,SUP-001,DIRECT-Federal,ING-006,763.98,763.98,763.98,very_late,3
DEL-000681,PO-000690,2025-02-26,SUP-001,DIRECT-Federal,ING-006,458.5,458.5,458.5,on_time,0
DEL-000682,PO-000691,2025-03-01,SUP-001,DIRECT-Federal,ING-006,828.88,828.88,828.88,on_time,0
DEL-000683,PO-000692,2025-03-05,SUP-001,DIRECT-Federal,ING-006,867.76,867.76,867.76,on_time,0
DEL-000684,PO-000693,2025-03-07,SUP-001,DIRECT-Federal,ING-006,975.33,975.33,975.33,on_time,0
DEL-000685,PO-000694,2025-03-10,SUP-001,DIRECT-Federal,ING-006,1010.08,1010.08,1010.08,on_time,0
DEL-000686,PO-000695,2025-03-13,SUP-001,DIRECT-Federal,ING-006,782.43,782.43,782.43,on_time,0
DEL-000687,PO-000696,2025-03-18,SUP-001,DIRECT-Federal,ING-006,1287.24,1287.24,1287.24,on_time,0
DEL-000688,PO-000697,2025-03-19,SUP-001,DIRECT-Federal,ING-006,730.26,730.26,730.26,on_time,0
DEL-000689,PO-000698,2025-03-23,SUP-001,DIRECT-Federal,ING-006,1121.47,1121.47,1121.47,late,1
DEL-000690,PO-000699,2025-03-27,SUP-001,DIRECT-Federal,ING-006,837.25,837.25,837.25,on_time,0
DEL-000691,PO-000700,2025-03-30,SUP-001,DIRECT-Federal,ING-006,951.69,951.69,951.69,late,2
DEL-000692,PO-000702,2025-04-03,SUP-001,DIRECT-Federal,ING-006,691.84,691.84,691.84,on_time,0
DEL-000693,PO-000703,2025-04-09,SUP-001,DIRECT-Federal,ING-006,753.61,753.61,753.61,very_late,3
DEL-000694,PO-000704,2025-04-09,SUP-001,DIRECT-Federal,ING-006,459.35,459.35,459.35,on_time,0
DEL-000695,PO-000705,2025-04-16,SUP-001,DIRECT-Federal,ING-006,832.66,832.66,832.66,very_late,4
DEL-000696,PO-000706,2025-04-15,SUP-001,DIRECT-Federal,ING-006,616.23,616.23,616.23,on_time,0
DEL-000697,PO-000707,2025-04-20,SUP-001,DIRECT-Federal,ING-006,714.52,714.52,714.52,late,2
DEL-000698,PO-000708,2025-04-21,SUP-001,DIRECT-Federal,ING-006,691.63,691.63,691.63,on_time,0
DEL-000699,PO-000709,2025-04-24,SUP-001,DIRECT-Federal,ING-006,567.29,567.29,567.29,on_time,0
DEL-000700,PO-000710,2025-05-01,SUP-001,DIRECT-Federal,ING-006,905.48,905.48,905.48,very_late,4
DEL-000701,PO-000711,2025-05-02,SUP-001,DIRECT-Federal,ING-006,562.63,562.63,562.63,on_time,0
DEL-000702,PO-000712,2025-05-03,SUP-001,DIRECT-Federal,ING-006,837.52,837.52,837.52,on_time,0
DEL-000703,PO-000713,2025-05-07,SUP-001,DIRECT-Federal,ING-006,586.84,586.84,586.84,late,1
DEL-000704,PO-000714,2025-05-10,SUP-001,DIRECT-Federal,ING-006,715.68,715.68,715.68,late,1
DEL-000705,PO-000715,2025-05-12,SUP-001,DIRECT-Federal,ING-006,711.43,711.43,711.43,on_time,0
DEL-000706,PO-000716,2025-05-15,SUP-001,DIRECT-Federal,ING-006,585.16,585.16,585.16,on_time,0
DEL-000707,PO-000717,2025-05-18,SUP-001,DIRECT-Federal,ING-006,718.71,718.71,718.71,on_time,0
DEL-000708,PO-000718,2025-05-21,SUP-001,DIRECT-Federal,ING-006,462.36,462.36,462.36,on_time,0
DEL-000709,PO-000719,2025-05-25,SUP-001,DIRECT-Federal,ING-006,716.7,716.7,716.7,on_time,0
DEL-000710,PO-000720,2025-05-27,SUP-001,DIRECT-Federal,ING-006,514.69,514.69,514.69,on_time,0
DEL-000711,PO-000721,2025-05-30,SUP-001,DIRECT-Federal,ING-006,607.18,607.18,607.18,on_time,0
DEL-000712,PO-000722,2025-06-02,SUP-001,DIRECT-Federal,ING-006,647.81,647.81,647.81,on_time,0
DEL-000713,PO-000723,2025-06-05,SUP-001,DIRECT-Federal,ING-006,488.37,488.37,488.37,on_time,0
DEL-000714,PO-000724,2025-06-08,SUP-001,DIRECT-Federal,ING-006,720.89,720.89,720.89,on_time,0
DEL-000715,PO-000725,2025-06-11,SUP-001,DIRECT-Federal,ING-006,506.27,450.48,450.48,on_time,0
DEL-000716,PO-000726,2025-06-14,SUP-001,DIRECT-Federal,ING-006,707.17,707.17,707.17,on_time,0
DEL-000717,PO-000727,2025-06-17,SUP-001,DIRECT-Federal,ING-006,515.73,515.73,515.73,on_time,0
DEL-000718,PO-000728,2025-06-20,SUP-001,DIRECT-Federal,ING-006,632.96,632.96,632.96,on_time,0
DEL-000719,PO-000729,2025-06-23,SUP-001,DIRECT-Federal,ING-006,670.25,670.25,670.25,on_time,0
DEL-000720,PO-000730,2025-06-26,SUP-001,DIRECT-Federal,ING-006,542.14,542.14,542.14,on_time,0
DEL-000721,PO-000731,2025-06-29,SUP-001,DIRECT-Federal,ING-006,820.35,820.35,820.35,on_time,0
DEL-000722,PO-000732,2025-07-04,SUP-001,DIRECT-Federal,ING-006,153.76,153.76,153.76,on_time,0
DEL-000723,PO-000733,2025-01-03,SUP-001,DIRECT-KPK,ING-001,526.62,526.62,526.62,on_time,0
DEL-000724,PO-000734,2025-01-06,SUP-001,DIRECT-KPK,ING-001,481.18,481.18,481.18,on_time,0
DEL-000725,PO-000735,2025-01-10,SUP-001,DIRECT-KPK,ING-001,441.49,441.49,441.49,on_time,0
DEL-000726,PO-000736,2025-01-12,SUP-001,DIRECT-KPK,ING-001,533.73,533.73,533.73,on_time,0
DEL-000727,PO-000737,2025-01-17,SUP-001,DIRECT-KPK,ING-001,445.58,445.58,445.58,on_time,0
DEL-000728,PO-000738,2025-01-18,SUP-001,DIRECT-KPK,ING-001,533.09,533.09,533.09,on_time,0
DEL-000729,PO-000739,2025-01-21,SUP-001,DIRECT-KPK,ING-001,397.18,397.18,397.18,on_time,0
DEL-000730,PO-000740,2025-01-24,SUP-001,DIRECT-KPK,ING-001,542.72,542.72,542.72,on_time,0
DEL-000731,PO-000741,2025-02-01,SUP-001,DIRECT-KPK,ING-001,504.31,504.31,450.47,very_late,5
DEL-000732,PO-000742,2025-01-30,SUP-001,DIRECT-KPK,ING-001,438.41,438.41,438.41,on_time,0
DEL-000733,PO-000743,2025-02-02,SUP-001,DIRECT-KPK,ING-001,511.08,511.08,511.08,on_time,0
DEL-000734,PO-000744,2025-02-05,SUP-001,DIRECT-KPK,ING-001,442.73,442.73,442.73,on_time,0
DEL-000735,PO-000745,2025-02-08,SUP-001,DIRECT-KPK,ING-001,527.86,527.86,527.86,on_time,0
DEL-000736,PO-000746,2025-02-11,SUP-001,DIRECT-KPK,ING-001,384.41,384.41,384.41,on_time,0
DEL-000737,PO-000747,2025-02-14,SUP-001,DIRECT-KPK,ING-001,550.34,550.34,550.34,on_time,0
DEL-000738,PO-000748,2025-02-17,SUP-001,DIRECT-KPK,ING-001,478.34,478.34,478.34,on_time,0
DEL-000739,PO-000749,2025-02-20,SUP-001,DIRECT-KPK,ING-001,482.97,482.97,482.97,on_time,0
DEL-000740,PO-000750,2025-02-23,SUP-001,DIRECT-KPK,ING-001,491.54,491.54,491.54,on_time,0
DEL-000741,PO-000751,2025-02-27,SUP-001,DIRECT-KPK,ING-001,407.54,407.54,407.54,on_time,0
DEL-000742,PO-000752,2025-03-03,SUP-001,DIRECT-KPK,ING-001,556.65,556.65,556.65,on_time,0
DEL-000743,PO-000753,2025-03-09,SUP-001,DIRECT-KPK,ING-001,558.97,558.97,558.97,very_late,5
DEL-000744,PO-000754,2025-03-07,SUP-001,DIRECT-KPK,ING-001,723.56,723.56,723.56,on_time,0
DEL-000745,PO-000755,2025-03-10,SUP-001,DIRECT-KPK,ING-001,648.52,648.52,648.52,on_time,0
DEL-000746,PO-000756,2025-03-13,SUP-001,DIRECT-KPK,ING-001,667.86,596.49,596.49,on_time,0
DEL-000747,PO-000757,2025-03-16,SUP-001,DIRECT-KPK,ING-001,740.12,740.12,740.12,on_time,0
DEL-000748,PO-000758,2025-03-22,SUP-001,DIRECT-KPK,ING-001,569.6,569.6,569.6,very_late,3
DEL-000749,PO-000759,2025-03-22,SUP-001,DIRECT-KPK,ING-001,665.15,665.15,665.15,on_time,0
DEL-000750,PO-000760,2025-03-25,SUP-001,DIRECT-KPK,ING-001,571.06,571.06,571.06,on_time,0
